loan_id,customer_id,loan_type,principal_amount,interest_rate,loan_status,start_date,end_date
700785,2453,Personal,92702.96,15.74,Closed,2019-11-15,2025-01-31
700786,8884,Personal,909010.14,15.03,Defaulted,2022-06-08,2024-11-25
700787,4224,Personal,1203008.85,22.89,Active,2015-10-08,2019-11-19
700788,9953,Mortgage,4708503.02,12.03,Closed,2022-02-06,2026-04-30
700789,1624,Personal,63058.38,18.78,Active,2022-07-30,2027-08-27
700790,2899,SME,436957.38,13.77,Closed,2019-06-02,2022-08-10
700791,2315,Personal,147295.87,15.01,Active,2018-10-05,2023-08-03
700792,9384,Personal,633248.83,25.44,Defaulted,2016-09-07,2018-10-20
700793,9490,Personal,139103.08,15.64,Active,2022-06-24,2029-02-22
700794,3689,SME,243034.03,26.28,Defaulted,2019-09-03,2026-07-05
700795,4995,SME,354389.71,18.82,Defaulted,2022-01-04,2028-09-22
700796,1845,Personal,611579.79,14.01,Active,2022-12-07,2024-01-09
700797,7945,Personal,290472.62,20.84,Defaulted,2022-11-20,2024-03-03
700798,4742,Mortgage,429868.14,18.99,Active,2017-03-14,2018-07-25
700799,2414,Personal,158913.59,17.23,Closed,2023-02-09,2024-06-14
700800,982,SME,561488.45,17.59,Active,2019-08-29,2024-08-26
700801,6596,Mortgage,910253.13,18.33,Closed,2015-05-29,2017-07-12
700802,2045,Personal,211955.25,15.38,Closed,2022-10-10,2027-11-23
700803,4303,Personal,350974.77,19.72,Active,2020-07-06,2023-03-18
700804,5909,Personal,301882.79,14.82,Closed,2022-11-10,2025-04-11
700805,8006,SME,301861.19,23.32,Active,2016-10-12,2020-01-20
700806,7000,Personal,774979.54,16.55,Active,2020-03-10,2025-02-26
700807,4159,Personal,425838.96,13.7,Closed,2021-10-14,2025-05-04
700808,4032,Mortgage,283073.49,15.74,Active,2016-04-24,2018-12-30
700809,5987,Personal,554767.93,18.78,Active,2018-07-11,2019-08-21
700810,5008,Personal,265649.0,15.52,Active,2020-05-12,2022-03-26
700811,6997,Mortgage,177883.74,23.3,Closed,2016-12-28,2019-09-15
700812,2268,SME,671931.01,16.38,Active,2017-10-27,2019-04-19
700813,1190,SME,795765.84,16.66,Active,2015-05-14,2021-06-04
700814,6993,Personal,253493.79,18.25,Active,2022-05-04,2024-08-30
700815,2458,Personal,959035.01,18.14,Active,2022-06-26,2026-01-13
700816,3632,Personal,101191.53,23.38,Closed,2018-01-19,2019-12-10
700817,8806,SME,584404.24,15.37,Closed,2023-01-27,2028-12-02
700818,4498,Personal,185476.71,23.78,Active,2021-03-16,2022-12-15
700819,1665,SME,214824.64,13.0,Active,2015-05-12,2020-04-17
700820,683,Mortgage,127304.35,25.29,Closed,2017-04-20,2020-11-08
700821,5768,Personal,225967.86,13.57,Active,2017-07-06,2022-07-29
700822,6428,Personal,1911381.29,17.41,Active,2017-11-01,2021-06-10
700823,2351,Personal,100940.79,20.67,Active,2015-03-01,2019-08-06
700824,8499,Personal,409228.23,15.94,Active,2022-10-19,2026-09-06
700825,4826,Personal,1044244.55,18.38,Closed,2020-12-05,2027-06-19
700826,6020,SME,1211836.89,15.9,Active,2020-10-31,2025-07-09
700827,4210,SME,371468.68,18.4,Active,2021-07-02,2023-04-14
700828,6625,SME,330004.85,25.76,Closed,2019-11-24,2022-12-11
700829,7249,Personal,1018582.37,19.46,Active,2019-07-17,2021-12-17
700830,537,Mortgage,1514964.3,27.85,Active,2017-03-20,2022-08-23
700831,3713,SME,209174.17,25.3,Active,2022-08-02,2027-02-19
700832,7574,Mortgage,447169.08,19.41,Active,2015-09-02,2020-03-11
700833,7854,Personal,110357.39,12.87,Active,2019-02-11,2021-07-07
700834,3285,Personal,273257.33,25.44,Defaulted,2021-08-11,2025-04-05
700835,1370,Personal,417525.92,27.51,Closed,2021-09-17,2026-07-23
700836,405,Personal,861459.23,15.81,Active,2019-01-27,2020-03-30
700837,7852,Personal,205186.23,16.39,Active,2018-10-07,2025-07-14
700838,6503,Mortgage,346230.15,26.7,Active,2016-01-28,2019-08-23
700839,7195,Personal,228588.3,17.72,Active,2018-06-08,2021-11-24
700840,4543,Personal,276027.77,21.09,Active,2023-01-08,2029-03-15
700841,9537,SME,1247298.61,27.86,Active,2019-09-27,2021-08-13
700842,9973,SME,787187.33,17.94,Active,2017-12-02,2023-09-28
700843,6298,Personal,1428125.22,27.23,Closed,2021-09-15,2028-05-11
700844,200,SME,121530.89,13.24,Closed,2022-10-07,2029-01-06
700845,5178,SME,592613.09,23.0,Active,2017-12-05,2020-09-24
700846,8391,Personal,345873.04,20.93,Active,2017-11-20,2023-06-17
700847,6467,SME,431616.07,23.99,Active,2015-01-31,2016-10-28
700848,790,Mortgage,241902.7,23.06,Closed,2018-12-26,2022-09-24
700849,7756,Personal,223854.33,15.15,Defaulted,2015-05-30,2017-05-26
700850,9664,Personal,548165.27,17.81,Active,2016-02-18,2017-04-27
700851,3334,SME,238122.84,25.39,Active,2021-06-12,2023-05-27
700852,3869,SME,508180.24,25.7,Active,2016-09-28,2018-04-17
700853,8914,SME,765103.32,24.76,Closed,2022-05-02,2027-04-29
700854,8943,SME,902869.15,17.36,Active,2018-04-02,2020-11-19
700855,2764,SME,200591.84,22.74,Active,2020-05-09,2025-07-13
700856,3933,SME,529408.63,17.52,Active,2017-05-30,2023-11-05
700857,5020,Mortgage,713973.73,14.78,Active,2019-08-09,2025-05-05
700858,7503,SME,220625.43,13.3,Active,2020-05-11,2022-12-27
700859,1245,Personal,160351.02,17.45,Active,2016-10-20,2022-08-26
700860,3864,Personal,722020.74,24.28,Closed,2015-10-12,2022-03-17
700861,7405,Personal,1736747.58,27.44,Active,2015-08-18,2018-01-25
700862,8350,Mortgage,691128.45,18.02,Defaulted,2015-04-26,2016-11-24
700863,9702,Personal,517340.43,17.05,Active,2022-03-25,2028-06-02
700864,9806,Personal,683395.34,21.67,Active,2021-09-04,2023-06-17
700865,5618,Personal,546706.72,12.24,Active,2015-12-10,2018-04-24
700866,7556,Mortgage,101210.44,16.77,Active,2020-02-23,2026-07-16
700867,1917,Mortgage,784187.2,23.48,Closed,2020-02-07,2023-03-23
700868,6302,Personal,2468604.36,26.97,Defaulted,2015-08-27,2017-08-13
700869,2346,Mortgage,1679597.05,15.42,Active,2018-05-15,2024-04-01
700870,2827,SME,57908.31,26.32,Closed,2021-08-02,2023-07-11
700871,6419,SME,917305.95,15.47,Active,2015-09-18,2018-10-03
700872,8356,SME,177981.79,15.09,Active,2021-09-27,2023-05-18
700873,7149,SME,641098.95,19.11,Active,2018-11-21,2024-06-22
700874,1924,SME,647398.53,12.69,Active,2022-06-21,2025-02-16
700875,6051,SME,560493.79,15.51,Defaulted,2018-05-11,2021-07-06
700876,147,SME,640343.43,23.2,Active,2022-03-27,2023-08-16
700877,9784,SME,184311.68,20.51,Active,2021-01-10,2027-02-01
700878,4495,Personal,755928.64,21.53,Active,2019-09-06,2020-11-03
700879,2409,SME,1025724.19,18.63,Active,2017-03-10,2022-06-07
700880,8564,SME,402802.82,27.43,Defaulted,2021-07-02,2022-12-04
700881,6883,Personal,88088.92,17.28,Closed,2017-03-14,2018-09-20
700882,4964,Personal,306736.01,27.11,Closed,2015-09-16,2017-03-26
700883,8707,Mortgage,143331.56,16.19,Active,2021-05-22,2023-09-06
700884,4514,Mortgage,251285.44,17.78,Defaulted,2022-04-06,2027-05-23
700885,7823,Personal,167378.38,25.53,Defaulted,2021-01-08,2022-11-27
700886,714,SME,1139998.27,15.9,Active,2017-12-11,2021-05-03
700887,465,Mortgage,325145.89,13.7,Active,2015-11-17,2019-12-12
700888,356,SME,1308418.56,25.22,Closed,2020-12-25,2027-07-21
700889,5515,Personal,210938.56,18.86,Active,2020-07-26,2026-07-15
700890,56,Personal,279366.2,18.84,Active,2016-07-12,2021-03-11
700891,8088,Personal,235084.22,13.42,Active,2016-12-20,2021-04-16
700892,2923,Personal,348043.37,19.44,Closed,2022-01-27,2025-07-28
700893,2974,SME,2596217.71,26.83,Active,2022-03-17,2027-01-15
700894,8497,SME,162949.78,19.48,Active,2021-04-08,2023-07-13
700895,2972,Mortgage,459202.36,27.17,Defaulted,2022-12-15,2024-09-26
700896,1556,Mortgage,111526.7,27.23,Active,2017-05-09,2023-08-12
700897,8251,Personal,202664.95,18.29,Closed,2022-01-02,2026-12-07
700898,6872,Personal,671174.04,24.98,Active,2022-04-17,2028-02-02
700899,1092,Personal,71683.71,23.75,Active,2019-05-11,2023-11-21
700900,1786,SME,593464.33,15.33,Active,2018-08-01,2020-03-02
700901,6045,SME,824528.84,13.63,Active,2021-02-19,2025-06-21
700902,3018,Personal,1805776.47,23.3,Active,2021-02-27,2027-06-30
700903,3308,Mortgage,514498.29,12.77,Active,2015-06-10,2016-09-02
700904,3454,SME,225256.4,14.71,Active,2017-09-11,2019-08-09
700905,704,SME,473603.15,26.27,Active,2021-05-08,2028-02-28
700906,3751,Personal,66007.26,20.48,Active,2022-07-23,2025-08-29
700907,6105,Personal,2055261.64,25.96,Active,2015-12-06,2017-11-01
700908,9890,Personal,1139435.25,14.61,Active,2020-01-08,2023-05-13
700909,4431,Personal,666245.22,12.32,Active,2016-07-07,2022-04-08
700910,1431,Personal,1106105.96,20.32,Closed,2016-01-23,2020-07-23
700911,2748,Mortgage,332226.04,17.03,Defaulted,2020-03-20,2027-01-07
700912,9807,Mortgage,162249.33,17.14,Closed,2015-05-26,2019-11-11
700913,4952,Mortgage,378983.98,26.5,Active,2016-05-13,2020-11-09
700914,7061,Personal,508498.45,27.01,Active,2019-04-28,2025-01-27
700915,2462,Personal,538439.31,23.03,Closed,2019-05-17,2025-01-31
700916,276,Personal,230073.35,27.04,Active,2018-05-08,2024-09-19
700917,1259,Personal,724317.62,16.01,Defaulted,2018-01-30,2024-05-16
700918,8008,SME,501894.84,23.66,Active,2017-03-03,2021-11-07
700919,3135,SME,315459.83,19.32,Closed,2017-12-07,2022-12-08
700920,7708,Personal,224420.46,22.99,Active,2022-03-10,2027-12-29
700921,4280,Personal,940096.6,25.99,Active,2017-03-25,2021-07-01
700922,8706,Personal,900694.28,18.76,Active,2015-10-17,2020-05-27
700923,6574,Personal,89738.37,19.03,Active,2019-12-09,2023-02-25
700924,9189,Personal,312726.34,16.18,Defaulted,2022-05-20,2027-05-25
700925,1896,Personal,220942.92,19.69,Active,2016-12-27,2019-02-05
700926,4489,SME,118815.83,15.89,Active,2022-04-01,2028-07-23
700927,2786,Personal,217860.21,23.73,Closed,2017-10-20,2019-09-29
700928,8281,Personal,106996.95,13.17,Defaulted,2018-01-27,2022-07-13
700929,456,SME,540905.51,17.66,Closed,2019-01-22,2025-04-05
700930,4851,Personal,274519.94,19.1,Defaulted,2022-06-25,2025-09-27
700931,250,SME,1389808.11,14.04,Active,2016-02-27,2018-01-09
700932,7705,SME,217217.32,17.12,Active,2020-05-06,2022-01-18
700933,7562,Personal,1183972.63,22.86,Active,2021-11-17,2023-03-09
700934,4922,Mortgage,315619.58,26.71,Defaulted,2015-05-15,2019-10-31
700935,9283,Personal,338095.79,21.99,Active,2021-06-02,2023-12-08
700936,7777,Mortgage,494553.38,23.4,Closed,2017-12-07,2022-09-09
700937,8537,SME,550766.45,27.48,Closed,2018-10-16,2022-01-08
700938,6923,Personal,157222.52,22.3,Closed,2016-06-18,2019-02-21
700939,5465,Personal,410865.88,23.06,Active,2022-02-26,2026-03-01
700940,6107,Mortgage,813701.62,17.4,Active,2019-02-23,2022-12-30
700941,8613,Personal,1664909.57,20.74,Closed,2015-09-09,2017-07-18
700942,5410,Personal,155976.48,17.57,Active,2020-04-21,2023-12-25
700943,1752,Personal,555581.97,13.4,Closed,2022-09-24,2025-09-19
700944,7536,Mortgage,301946.87,19.07,Defaulted,2019-02-13,2021-09-05
700945,7492,SME,486194.35,26.0,Active,2016-11-28,2022-10-18
700946,7004,Personal,152699.3,20.74,Defaulted,2015-09-03,2022-01-27
700947,6581,Personal,130255.14,20.98,Active,2015-06-06,2019-02-21
700948,9512,SME,345497.92,17.01,Active,2019-01-02,2023-09-27
700949,1676,Mortgage,123930.0,17.72,Defaulted,2016-03-30,2022-01-25
700950,7784,Personal,812737.51,24.8,Active,2020-05-31,2023-04-12
700951,9202,Personal,76702.92,27.02,Active,2019-09-15,2021-10-12
700952,4664,Personal,269247.01,15.14,Closed,2016-07-16,2022-05-23
700953,5362,Personal,1711564.07,12.52,Active,2021-06-03,2024-07-21
700954,7824,SME,270188.55,16.64,Active,2023-01-24,2027-03-10
700955,4147,Mortgage,235466.22,15.36,Defaulted,2016-12-17,2020-07-24
700956,2336,SME,187187.75,20.72,Closed,2018-08-03,2024-11-29
700957,3218,Personal,576320.73,16.88,Active,2017-06-23,2019-06-14
700958,217,SME,140949.23,18.07,Active,2016-10-15,2018-08-23
700959,3593,Personal,1571899.21,15.59,Closed,2019-06-11,2023-05-20
700960,4822,Personal,1835398.29,22.58,Closed,2015-04-26,2022-02-04
700961,8760,SME,595420.62,12.28,Active,2020-11-05,2027-01-19
700962,163,Mortgage,177414.56,16.22,Active,2022-04-02,2023-06-10
700963,9470,SME,654876.26,25.24,Active,2017-04-22,2020-09-09
700964,8197,Personal,436577.24,16.85,Active,2022-09-28,2024-07-24
700965,2206,Personal,308158.2,21.94,Closed,2015-09-03,2018-07-14
700966,4229,Mortgage,527209.82,21.42,Active,2020-08-18,2023-01-11
700967,4149,SME,645819.62,26.32,Active,2017-01-20,2019-03-05
700968,6954,Personal,892261.07,23.24,Active,2018-10-19,2021-11-23
700969,971,Mortgage,1077274.42,13.91,Active,2016-12-31,2023-03-05
700970,8383,SME,338467.98,19.82,Defaulted,2017-04-07,2021-09-11
700971,7188,Personal,886631.85,22.09,Active,2017-02-12,2021-09-03
700972,3710,Personal,152133.87,19.48,Active,2016-06-06,2021-05-01
700973,4179,Personal,1696764.58,22.77,Active,2018-09-23,2024-06-20
700974,560,SME,239818.31,20.85,Active,2015-06-14,2020-04-21
700975,3608,Mortgage,181794.77,25.05,Defaulted,2020-04-05,2021-11-05
700976,9744,Personal,311060.87,26.75,Active,2016-02-28,2018-07-05
700977,1157,Personal,382429.81,14.82,Active,2023-02-24,2025-02-07
700978,883,Personal,2921604.7,14.21,Active,2020-11-27,2022-09-02
700979,6400,Mortgage,2506359.88,25.83,Closed,2018-12-20,2023-06-04
700980,9977,Personal,429578.29,27.2,Active,2015-10-17,2019-04-16
700981,3649,SME,251792.92,12.96,Active,2021-06-14,2026-12-07
700982,4403,Mortgage,681145.89,24.77,Active,2021-05-10,2022-11-19
700983,9130,Personal,135272.96,13.85,Active,2016-09-10,2019-07-18
700984,5378,Mortgage,1437476.06,13.32,Closed,2020-04-26,2025-12-14
700985,1956,Personal,480233.77,15.16,Active,2017-04-25,2021-11-19
700986,8952,SME,123470.18,14.2,Active,2016-07-31,2020-04-16
700987,5378,Personal,362429.34,12.63,Closed,2018-03-30,2019-11-18
700988,2118,Mortgage,1031383.77,14.92,Active,2018-03-09,2020-11-21
700989,7455,Mortgage,895008.97,22.31,Defaulted,2016-12-29,2021-01-28
700990,1683,Personal,442623.47,17.63,Active,2017-03-15,2021-10-09
700991,8017,Personal,1160319.57,27.37,Active,2018-01-13,2021-09-24
700992,4502,Mortgage,2569256.81,25.78,Active,2017-04-09,2023-11-15
700993,364,SME,225023.8,25.92,Active,2015-07-28,2020-10-10
700994,8908,Personal,85549.37,23.74,Active,2021-11-09,2024-07-17
700995,6666,Mortgage,246923.34,13.88,Active,2016-04-26,2018-05-24
700996,4137,Personal,1018997.47,15.81,Active,2017-07-03,2020-11-03
700997,639,Mortgage,300216.85,12.71,Active,2019-03-29,2022-01-21
700998,401,Personal,1593161.43,18.91,Defaulted,2018-09-30,2023-06-27
700999,3246,Personal,90464.9,17.38,Closed,2019-06-23,2023-09-05
701000,9669,Mortgage,499017.15,18.89,Active,2020-10-18,2025-10-24
701001,45,SME,157141.93,27.51,Active,2016-11-15,2021-09-24
701002,1182,Personal,693175.47,23.15,Defaulted,2015-10-24,2017-10-01
701003,1881,SME,111860.12,18.5,Active,2019-06-17,2023-10-02
701004,8382,Mortgage,347623.05,14.33,Active,2017-12-20,2020-11-06
701005,6870,Personal,613931.82,14.92,Closed,2022-08-30,2024-01-26
701006,1315,Personal,161647.77,18.69,Active,2015-09-13,2022-06-20
701007,8742,Personal,443559.29,15.55,Closed,2022-02-15,2024-07-25
701008,4416,Personal,652499.99,22.94,Active,2017-03-12,2020-03-06
701009,8337,SME,101424.0,26.12,Active,2015-08-08,2018-07-03
701010,1274,SME,446431.92,21.55,Active,2015-10-06,2016-11-25
701011,3539,Personal,62239.38,19.87,Closed,2017-06-07,2023-07-05
701012,7452,Mortgage,247377.45,24.29,Closed,2016-05-11,2022-04-15
701013,7026,Personal,853390.82,15.98,Active,2020-03-03,2023-09-30
701014,4009,Personal,872956.27,18.53,Active,2017-04-18,2022-10-26
701015,691,Mortgage,161263.87,13.64,Active,2020-03-31,2025-05-01
701016,7009,Personal,522081.9,17.72,Defaulted,2022-09-09,2026-08-28
701017,4357,SME,35774.36,23.83,Defaulted,2018-01-22,2019-08-07
701018,7547,SME,466832.66,27.3,Closed,2020-01-28,2022-07-28
701019,889,Personal,802346.87,22.44,Active,2020-01-23,2021-11-23
701020,3728,Mortgage,132565.91,18.81,Active,2021-02-24,2022-11-12
701021,3471,SME,357640.47,15.97,Active,2021-09-12,2025-10-28
701022,2935,Personal,320666.49,20.26,Active,2015-08-28,2021-07-04
701023,7498,Personal,535673.23,27.31,Closed,2016-12-14,2021-12-28
701024,7419,SME,347534.57,17.64,Active,2022-12-02,2029-04-02
701025,2378,Personal,354644.33,13.48,Defaulted,2019-04-14,2020-08-01
701026,4578,SME,376364.17,12.24,Active,2017-01-14,2021-03-29
701027,1433,Personal,293098.58,23.42,Closed,2016-12-20,2020-12-10
701028,6594,Personal,123496.47,19.08,Defaulted,2020-02-09,2022-04-23
701029,9723,Mortgage,370531.5,21.22,Active,2020-08-20,2024-11-23
701030,9799,SME,622933.72,21.51,Active,2022-03-29,2027-05-09
701031,7084,Personal,3548748.95,17.3,Active,2018-07-03,2020-08-04
701032,5167,Personal,2795980.13,25.79,Defaulted,2019-05-12,2022-07-23
701033,3113,Personal,567722.38,20.09,Defaulted,2018-06-02,2020-05-08
701034,1698,Mortgage,177823.02,17.85,Active,2016-05-27,2018-02-27
701035,6506,Personal,1305863.4,17.72,Active,2018-02-03,2022-04-12
701036,996,Personal,255360.48,19.41,Closed,2021-01-28,2023-07-02
701037,651,SME,319221.39,27.05,Active,2020-06-15,2025-06-02
701038,4477,Personal,300572.55,20.65,Active,2015-12-25,2017-07-25
701039,2036,Personal,436312.14,26.36,Active,2018-12-19,2021-05-07
701040,3474,Mortgage,467112.47,25.72,Active,2022-01-08,2027-06-11
701041,7070,Personal,665037.54,13.88,Active,2021-01-26,2024-07-14
701042,9263,Personal,634973.11,17.69,Active,2021-02-13,2024-12-29
701043,3815,SME,491184.79,19.56,Active,2021-07-12,2027-04-27
701044,7877,SME,866372.57,15.52,Closed,2022-02-26,2025-04-03
701045,2826,SME,311423.34,19.06,Active,2021-02-23,2027-12-22
701046,482,Personal,470775.37,22.52,Closed,2015-01-18,2018-02-20
701047,9006,Personal,167322.45,26.16,Closed,2023-01-17,2025-07-11
701048,4657,SME,374944.98,27.84,Closed,2019-03-01,2024-03-24
701049,2295,Personal,558211.43,12.41,Active,2021-02-15,2024-07-02
701050,9478,SME,121140.01,20.97,Closed,2015-08-10,2019-06-07
701051,9273,Personal,1390674.84,15.43,Active,2016-12-09,2019-08-04
701052,551,SME,87873.0,21.78,Active,2016-10-04,2022-04-23
701053,1789,Personal,2613149.68,25.43,Closed,2020-11-06,2026-05-16
701054,3787,Personal,228727.55,21.2,Active,2021-01-21,2026-03-10
701055,9874,Personal,689230.68,27.65,Active,2018-10-24,2024-06-19
701056,6155,Personal,1251434.66,15.22,Active,2019-07-18,2024-06-24
701057,5491,Personal,1081407.92,21.46,Closed,2018-11-07,2022-04-08
701058,6446,Personal,143397.99,21.99,Active,2022-03-25,2023-10-07
701059,7134,SME,68631.63,17.19,Active,2019-06-28,2023-06-10
701060,9565,Personal,1176097.77,12.25,Closed,2022-10-10,2024-08-02
701061,3743,Mortgage,591196.44,12.69,Closed,2016-12-02,2021-09-03
701062,610,Personal,104906.88,27.66,Active,2020-10-15,2026-10-17
701063,2876,Mortgage,3586393.26,26.16,Closed,2015-09-26,2021-10-08
701064,5288,Personal,1269494.41,21.88,Active,2018-01-14,2024-11-05
701065,6043,Personal,556968.89,27.71,Closed,2021-09-16,2024-06-13
701066,8945,Personal,1590402.5,24.64,Active,2022-07-03,2028-09-20
701067,399,Mortgage,387082.19,14.27,Defaulted,2020-08-20,2023-12-26
701068,6357,Personal,316909.86,21.81,Closed,2022-04-13,2026-06-27
701069,1765,Personal,1144035.47,17.25,Active,2022-11-28,2027-04-19
701070,8198,Personal,579943.39,27.06,Active,2015-06-28,2021-07-29
701071,943,SME,806480.15,24.86,Active,2022-04-07,2025-05-13
701072,4547,SME,828144.23,14.43,Active,2015-07-13,2021-07-04
701073,5901,Mortgage,756488.33,17.71,Closed,2019-03-14,2020-08-27
701074,1528,Personal,749420.88,18.39,Active,2022-04-12,2028-02-12
701075,7908,Mortgage,329707.02,27.37,Active,2016-05-28,2019-11-09
701076,565,Personal,2077380.39,20.74,Closed,2022-03-22,2027-10-08
701077,2887,SME,258037.07,16.73,Active,2023-02-17,2027-09-06
701078,1872,Personal,151270.14,14.38,Active,2019-03-14,2021-06-17
701079,2360,SME,16167.41,20.82,Active,2019-04-22,2021-11-05
701080,4056,Personal,512382.77,19.86,Active,2022-12-12,2027-07-17
701081,8728,Personal,183713.61,24.94,Closed,2016-03-13,2018-03-13
701082,3878,Mortgage,253982.26,26.49,Active,2020-09-09,2026-02-17
701083,9415,Mortgage,595964.18,27.57,Closed,2015-11-10,2021-05-01
701084,4179,SME,693441.01,13.25,Closed,2021-08-21,2027-10-14
701085,2714,Mortgage,776139.71,21.84,Active,2020-02-29,2021-11-15
701086,1040,SME,1277041.26,16.57,Active,2021-05-06,2027-08-28
701087,5791,Personal,155246.16,16.04,Closed,2016-06-06,2022-10-12
701088,5918,SME,269601.22,12.23,Closed,2018-01-06,2020-10-07
701089,4129,SME,247235.82,24.04,Defaulted,2015-08-03,2018-04-29
701090,3417,Mortgage,411124.75,13.64,Active,2017-09-08,2019-05-22
701091,5597,SME,2088172.27,18.67,Active,2017-07-25,2020-04-06
701092,526,SME,229201.32,25.98,Closed,2017-12-24,2020-08-15
701093,2139,Personal,50752.06,16.14,Active,2018-02-02,2019-08-05
701094,8087,SME,362504.9,17.8,Active,2021-12-17,2024-03-24
701095,5487,Mortgage,291493.58,26.49,Defaulted,2015-12-03,2022-03-19
701096,10000,Personal,387687.75,14.63,Active,2017-04-08,2023-11-20
701097,8655,Personal,959401.39,17.32,Active,2022-05-13,2027-06-16
701098,869,SME,424499.86,19.18,Defaulted,2021-07-16,2025-12-04
701099,7643,Personal,140721.32,13.57,Active,2017-01-09,2022-03-28
701100,8841,Personal,299779.33,25.62,Active,2020-03-02,2022-09-01
701101,8610,Personal,1708004.05,18.49,Active,2016-07-15,2021-08-03
701102,1781,SME,2272584.1,21.55,Active,2020-10-15,2025-03-19
701103,6008,SME,498326.14,27.93,Active,2019-05-13,2026-01-10
701104,777,SME,695718.56,19.78,Defaulted,2019-06-19,2021-01-28
701105,6353,SME,88261.99,15.2,Active,2016-01-21,2021-07-13
701106,3614,Personal,205134.77,25.1,Active,2016-03-18,2018-01-07
701107,7725,SME,473498.38,21.66,Closed,2017-01-29,2019-11-21
701108,9369,SME,2307088.88,14.5,Active,2020-09-21,2021-10-30
701109,2368,Personal,262280.43,12.01,Active,2015-12-28,2020-10-06
701110,6770,Mortgage,192604.62,23.78,Active,2020-06-21,2026-03-06
701111,4880,SME,473075.86,26.07,Active,2022-07-26,2027-01-02
701112,3810,Personal,296394.45,19.12,Closed,2016-03-20,2019-08-05
701113,9815,SME,484638.46,17.7,Defaulted,2022-11-05,2024-02-17
701114,4905,Personal,519494.5,21.81,Active,2021-05-15,2023-10-27
701115,3201,SME,380969.76,16.5,Closed,2022-12-15,2027-01-14
701116,8714,Personal,251951.49,14.7,Active,2021-10-25,2026-10-22
701117,6025,Mortgage,1098429.04,20.42,Active,2019-12-05,2021-11-10
701118,8663,Personal,1092473.44,22.9,Closed,2019-08-05,2022-01-22
701119,5008,Personal,3143844.12,23.46,Defaulted,2020-11-17,2025-12-02
701120,7728,Personal,264283.28,24.78,Active,2023-01-21,2027-08-19
701121,9729,Personal,1338618.1,20.94,Active,2018-11-13,2024-05-25
701122,1383,Personal,439264.03,12.69,Active,2020-01-06,2024-05-28
701123,7962,Personal,451234.54,27.54,Active,2022-08-17,2027-11-06
701124,1416,SME,2603019.75,27.84,Active,2019-01-12,2020-05-12
701125,9214,Personal,3055133.76,23.38,Closed,2015-06-17,2018-05-16
701126,9953,SME,827134.5,27.18,Defaulted,2021-12-02,2024-11-05
701127,8069,Mortgage,27957.47,21.03,Active,2015-11-23,2022-07-26
701128,8774,Personal,278036.36,14.88,Active,2021-01-04,2022-09-03
701129,8354,Personal,814966.96,14.73,Defaulted,2021-09-03,2024-04-11
701130,3423,Personal,724471.33,16.81,Active,2022-05-24,2028-02-27
701131,7933,Personal,270632.27,13.37,Active,2015-03-06,2017-02-03
701132,5868,Mortgage,5233094.36,20.51,Active,2020-07-19,2023-06-19
701133,290,SME,7101267.44,13.19,Closed,2021-10-06,2025-12-18
701134,9700,Personal,287816.99,20.87,Active,2015-03-17,2020-05-05
701135,9427,Mortgage,544565.93,25.05,Active,2019-12-13,2021-12-06
701136,5978,SME,633358.47,21.82,Active,2015-07-19,2022-02-26
701137,6227,Personal,656004.87,20.47,Active,2019-09-11,2023-04-09
701138,6353,Mortgage,107701.65,18.22,Active,2022-01-15,2025-06-30
701139,9842,Personal,724262.72,24.55,Closed,2018-09-08,2022-01-01
701140,7479,Personal,43405.88,14.47,Active,2021-12-11,2023-04-04
701141,3445,Personal,307988.9,26.67,Active,2018-12-10,2021-02-28
701142,1558,Personal,938943.16,19.73,Active,2018-09-18,2025-04-05
701143,8277,SME,134859.56,18.39,Defaulted,2019-11-13,2023-10-11
701144,8051,Personal,242313.18,17.2,Active,2020-06-07,2025-08-04
701145,2989,Personal,271979.96,27.39,Active,2022-04-29,2024-10-07
701146,1931,SME,1366669.43,19.44,Active,2022-02-03,2026-10-29
701147,6555,Mortgage,326644.8,26.42,Closed,2017-09-08,2022-09-08
701148,3271,SME,229105.43,22.28,Active,2016-04-22,2018-09-13
701149,5181,Personal,1556747.64,24.02,Active,2017-04-02,2021-06-28
701150,9825,SME,328185.01,19.08,Closed,2020-09-21,2024-11-09
701151,6094,Personal,740677.25,23.77,Closed,2020-02-28,2026-07-09
701152,1105,Personal,220806.83,15.12,Active,2023-03-15,2028-10-29
701153,6460,Personal,264484.68,12.39,Active,2017-11-18,2023-07-24
701154,608,Personal,333412.3,23.76,Closed,2017-04-29,2019-04-17
701155,3949,Personal,649483.29,18.15,Closed,2020-04-17,2025-06-19
701156,6692,Mortgage,260373.27,12.47,Active,2019-12-15,2021-08-17
701157,5120,Mortgage,64586.53,20.34,Closed,2019-06-15,2022-08-24
701158,671,Mortgage,1937642.08,14.28,Active,2016-09-02,2019-07-24
701159,8138,Personal,159985.42,21.45,Active,2019-05-05,2021-10-11
701160,4612,Personal,379876.56,19.46,Defaulted,2019-12-11,2021-10-14
701161,8065,Mortgage,228435.6,14.12,Active,2022-06-09,2027-04-23
701162,4525,SME,235979.64,16.92,Active,2019-11-24,2020-12-23
701163,2822,Personal,431641.78,25.72,Defaulted,2022-05-03,2026-08-10
