card_id,account_id,card_type,card_status,issued_date
903151,110162,Debit,Active,2018-12-02
903152,113776,Debit,Active,2016-02-06
903153,110493,Debit,Blocked,2015-07-27
903154,100627,Debit,Active,2017-09-29
903155,114590,Debit,Active,2018-04-08
903156,102333,Credit,Active,2020-03-26
903157,111126,Debit,Active,2018-12-23
903158,108934,Debit,Active,2019-11-20
903159,102226,Debit,Active,2017-04-26
903160,113111,Debit,Active,2016-10-18
903161,113191,Debit,Active,2015-08-15
903162,105564,Debit,Active,2019-08-02
903163,112348,Debit,Active,2020-12-30
903164,102264,Debit,Active,2016-02-24
903165,104434,Debit,Active,2020-11-15
903166,103397,Debit,Active,2021-07-28
903167,103702,Debit,Active,2017-01-28
903168,113699,Debit,Active,2015-09-07
903169,110845,Debit,Active,2021-03-02
903170,111884,Debit,Active,2017-09-24
903171,111331,Debit,Active,2016-08-20
903172,115000,Debit,Active,2018-06-07
903173,106047,Debit,Active,2015-10-07
903174,105684,Debit,Active,2022-04-14
903175,104094,Debit,Active,2018-06-11
903176,110876,Debit,Blocked,2020-06-30
903177,113779,Debit,Active,2022-03-20
903178,109518,Debit,Active,2018-11-23
903179,106010,Credit,Active,2020-12-11
903180,100577,Debit,Active,2015-11-03
903181,107008,Debit,Blocked,2016-11-05
903182,113040,Debit,Active,2022-01-11
903183,112533,Debit,Active,2016-04-18
903184,113423,Debit,Active,2022-12-21
903185,114164,Debit,Active,2019-10-19
903186,110596,Debit,Active,2022-06-02
903187,109785,Debit,Active,2019-05-25
903188,108554,Debit,Active,2016-12-03
903189,105423,Debit,Active,2017-09-23
903190,108821,Debit,Blocked,2022-05-26
903191,104898,Debit,Active,2020-08-09
903192,114062,Credit,Active,2022-01-28
903193,111882,Debit,Active,2019-08-09
903194,106192,Debit,Blocked,2015-08-12
903195,101150,Debit,Active,2021-07-20
903196,111204,Debit,Active,2016-01-28
903197,109923,Debit,Active,2017-08-29
903198,113271,Credit,Active,2016-03-13
903199,106026,Debit,Active,2015-09-13
903200,107947,Debit,Active,2016-10-11
903201,100503,Debit,Active,2019-03-20
903202,110117,Debit,Active,2018-05-20
903203,111671,Debit,Active,2021-10-04
903204,110427,Debit,Blocked,2017-06-16
903205,106318,Debit,Active,2019-07-24
903206,108681,Debit,Active,2022-07-23
903207,106950,Debit,Active,2021-09-28
903208,103761,Debit,Active,2022-03-29
903209,106367,Debit,Active,2017-08-19
903210,111535,Debit,Blocked,2018-03-22
903211,108514,Debit,Blocked,2016-04-11
903212,107258,Debit,Active,2021-07-26
903213,111581,Debit,Blocked,2017-06-16
903214,107466,Debit,Active,2016-11-30
903215,112258,Debit,Active,2017-09-10
903216,100716,Credit,Active,2018-01-25
903217,100011,Credit,Blocked,2018-01-17
903218,106975,Credit,Active,2016-12-18
903219,109352,Debit,Active,2016-10-20
903220,110728,Debit,Active,2022-09-11
903221,107816,Debit,Active,2016-11-09
903222,102466,Debit,Active,2018-06-21
903223,111785,Debit,Active,2015-11-18
903224,102821,Credit,Active,2015-05-31
903225,111315,Debit,Active,2018-11-02
903226,111397,Debit,Active,2020-05-11
903227,113008,Debit,Active,2016-08-25
903228,100308,Debit,Active,2021-01-31
903229,102442,Debit,Active,2018-10-05
903230,101183,Debit,Active,2020-01-10
903231,103337,Debit,Active,2017-10-13
903232,104039,Debit,Active,2017-04-15
903233,105912,Debit,Active,2023-02-14
903234,110291,Debit,Active,2023-01-23
903235,110469,Debit,Active,2015-10-31
903236,102518,Debit,Active,2019-05-09
903237,104076,Credit,Active,2022-05-10
903238,101097,Debit,Active,2016-10-12
903239,112938,Debit,Active,2023-03-04
903240,114982,Debit,Active,2015-10-21
903241,107185,Debit,Active,2018-04-11
903242,107305,Credit,Active,2016-06-16
903243,105686,Debit,Active,2020-12-29
903244,100626,Debit,Active,2015-05-12
903245,110187,Debit,Active,2020-02-02
903246,108102,Debit,Active,2018-11-11
903247,100499,Debit,Active,2019-03-23
903248,105890,Debit,Active,2017-12-23
903249,114371,Debit,Active,2016-10-25
903250,105933,Debit,Blocked,2021-09-19
903251,114537,Debit,Active,2019-04-19
903252,103085,Credit,Active,2020-06-30
903253,102953,Debit,Active,2022-08-04
903254,103565,Debit,Active,2022-01-06
903255,100703,Debit,Active,2021-08-24
903256,103681,Debit,Active,2015-10-11
903257,101897,Debit,Active,2019-02-16
903258,108899,Debit,Blocked,2019-02-06
903259,108697,Debit,Active,2022-10-04
903260,108729,Debit,Active,2019-06-20
903261,113885,Debit,Active,2017-11-12
903262,102626,Debit,Active,2018-06-29
903263,101234,Credit,Active,2021-11-23
903264,105587,Debit,Active,2023-03-05
903265,114264,Debit,Active,2020-08-12
903266,108551,Debit,Active,2020-05-25
903267,103121,Debit,Active,2016-01-04
903268,111226,Debit,Active,2019-08-29
903269,100600,Credit,Active,2015-10-05
903270,114473,Debit,Blocked,2022-08-21
903271,106929,Debit,Active,2020-09-22
903272,104494,Debit,Active,2019-11-11
903273,102991,Debit,Blocked,2018-01-10
903274,102067,Debit,Active,2016-07-27
903275,107878,Debit,Active,2018-12-27
903276,104617,Credit,Active,2021-04-19
903277,107236,Credit,Active,2021-07-28
903278,104861,Debit,Active,2018-05-31
903279,100997,Debit,Active,2019-09-06
903280,109157,Debit,Active,2020-10-16
903281,109234,Debit,Active,2018-04-26
903282,112308,Debit,Active,2018-12-17
903283,105370,Debit,Active,2015-09-29
903284,106535,Debit,Active,2021-01-14
903285,112393,Debit,Active,2018-11-23
903286,104276,Credit,Active,2020-07-19
903287,110793,Credit,Active,2016-10-12
903288,100661,Debit,Active,2020-05-12
903289,108634,Debit,Active,2015-11-26
903290,110906,Debit,Active,2018-03-07
903291,109129,Debit,Active,2015-10-04
903292,103737,Debit,Active,2017-04-28
903293,107799,Debit,Active,2016-10-29
903294,101847,Debit,Active,2020-08-09
903295,100390,Credit,Active,2016-03-08
903296,111329,Debit,Active,2017-04-23
903297,108595,Credit,Active,2015-05-31
903298,102212,Debit,Active,2017-04-05
903299,114652,Debit,Active,2020-09-02
903300,104145,Credit,Active,2017-10-30
903301,100820,Credit,Active,2016-02-22
903302,107817,Debit,Active,2020-09-20
903303,114266,Debit,Active,2019-11-12
903304,104026,Debit,Active,2022-03-03
903305,108102,Debit,Active,2019-09-10
903306,104944,Debit,Active,2021-09-13
903307,102882,Debit,Active,2022-05-26
903308,105742,Debit,Active,2017-08-20
903309,110781,Credit,Active,2020-12-14
903310,113525,Debit,Active,2016-04-22
903311,111197,Debit,Active,2020-04-25
903312,105590,Debit,Active,2018-01-27
903313,102764,Debit,Active,2019-12-08
903314,104861,Debit,Active,2017-10-21
903315,100602,Debit,Active,2021-05-04
903316,106983,Debit,Active,2020-09-05
903317,112202,Debit,Active,2019-11-01
903318,107259,Debit,Active,2020-01-03
903319,108483,Debit,Active,2018-04-02
903320,114192,Debit,Active,2015-02-06
903321,100160,Debit,Active,2018-11-14
903322,108617,Debit,Active,2016-02-08
903323,101811,Debit,Active,2019-05-28
903324,102202,Debit,Active,2019-10-22
903325,113169,Debit,Active,2019-08-18
903326,114517,Debit,Active,2022-07-24
903327,107498,Credit,Blocked,2017-02-28
903328,113562,Debit,Active,2015-05-24
903329,108850,Debit,Active,2018-09-24
903330,110973,Debit,Active,2021-03-23
903331,104944,Debit,Active,2016-02-02
903332,109941,Debit,Active,2019-03-17
903333,105137,Debit,Active,2020-12-15
903334,101966,Debit,Active,2019-09-30
903335,110523,Debit,Active,2015-02-23
903336,111342,Debit,Active,2021-10-21
903337,108976,Debit,Active,2017-04-17
903338,101326,Debit,Active,2018-12-26
903339,105896,Debit,Active,2020-12-17
903340,109251,Debit,Active,2017-05-08
903341,105626,Debit,Active,2016-07-24
903342,104012,Debit,Active,2015-10-02
903343,113559,Debit,Active,2019-08-19
903344,102681,Debit,Active,2019-02-18
903345,110245,Debit,Active,2015-03-14
903346,101520,Debit,Active,2017-03-24
903347,110468,Debit,Active,2017-01-03
903348,109348,Debit,Active,2018-03-02
903349,105327,Debit,Active,2021-02-28
903350,113861,Debit,Active,2020-08-17
903351,103116,Debit,Active,2022-11-02
903352,110755,Debit,Active,2015-03-16
903353,103513,Debit,Active,2023-02-21
903354,106717,Credit,Active,2017-11-16
903355,107063,Debit,Blocked,2019-05-14
903356,106399,Debit,Active,2021-10-09
903357,106002,Debit,Blocked,2018-01-21
903358,111427,Debit,Active,2015-12-16
903359,107245,Debit,Active,2017-06-13
903360,113218,Credit,Active,2017-06-29
903361,102481,Credit,Active,2022-02-16
903362,107557,Debit,Active,2017-01-12
903363,112410,Credit,Active,2021-08-23
903364,113182,Debit,Active,2019-01-06
903365,108072,Debit,Active,2019-09-14
903366,105324,Credit,Active,2021-03-15
903367,107802,Debit,Active,2018-08-25
903368,103042,Debit,Blocked,2020-05-19
903369,104687,Debit,Active,2022-08-26
903370,112762,Debit,Active,2022-07-09
903371,109873,Debit,Active,2020-09-07
903372,103087,Debit,Active,2019-02-12
903373,109712,Debit,Active,2021-11-22
903374,101988,Credit,Active,2016-03-03
903375,108230,Debit,Active,2018-08-11
903376,113164,Debit,Active,2015-05-13
903377,112891,Credit,Active,2021-06-28
903378,100321,Debit,Active,2021-02-25
903379,110494,Debit,Active,2020-12-27
903380,111386,Debit,Active,2018-06-16
903381,106232,Debit,Active,2020-11-03
903382,107970,Debit,Active,2021-12-27
903383,107527,Debit,Active,2015-04-18
903384,111858,Debit,Active,2019-01-19
903385,111221,Debit,Active,2016-03-26
903386,114964,Debit,Active,2022-06-28
903387,102746,Debit,Blocked,2019-07-15
903388,107936,Debit,Active,2018-01-27
903389,104231,Debit,Active,2016-04-22
903390,106063,Debit,Active,2021-08-19
903391,101186,Debit,Active,2021-01-31
903392,102834,Debit,Active,2016-08-25
903393,107889,Debit,Active,2015-06-29
903394,107025,Debit,Active,2020-04-13
903395,112679,Debit,Active,2016-07-21
903396,108990,Debit,Active,2019-06-04
903397,113232,Debit,Active,2020-06-17
903398,110898,Debit,Active,2022-05-26
903399,110457,Debit,Active,2015-06-06
903400,101499,Debit,Active,2019-10-06
903401,112429,Debit,Active,2022-12-07
903402,106202,Debit,Active,2020-12-25
903403,114539,Debit,Active,2021-03-05
903404,114061,Debit,Blocked,2018-08-04
903405,110242,Debit,Active,2016-02-08
903406,110571,Debit,Active,2015-08-08
903407,105974,Debit,Active,2022-12-28
903408,102223,Debit,Active,2018-02-05
903409,107663,Credit,Active,2017-04-21
903410,103931,Debit,Active,2015-02-02
903411,113674,Debit,Active,2022-07-21
903412,103881,Debit,Blocked,2016-06-17
903413,112710,Credit,Active,2016-11-14
903414,100083,Debit,Active,2017-01-05
903415,113982,Credit,Active,2019-05-08
903416,104668,Debit,Active,2018-10-04
903417,100476,Debit,Active,2022-12-22
903418,102353,Debit,Active,2016-03-20
903419,113303,Credit,Active,2017-06-11
903420,103669,Debit,Active,2017-02-17
903421,105218,Debit,Active,2021-03-22
903422,110193,Debit,Active,2016-06-27
903423,103688,Debit,Blocked,2020-07-09
903424,109417,Debit,Active,2015-08-02
903425,114187,Debit,Active,2022-08-15
903426,102373,Debit,Blocked,2016-12-06
903427,100081,Debit,Active,2022-05-25
903428,109174,Credit,Active,2020-06-19
903429,102483,Debit,Active,2015-09-21
903430,112593,Credit,Active,2019-07-04
903431,107272,Debit,Active,2020-11-15
903432,109089,Debit,Active,2022-05-08
903433,100111,Debit,Active,2016-05-27
903434,103438,Debit,Active,2018-07-13
903435,107378,Credit,Active,2020-01-31
903436,112159,Debit,Active,2015-11-26
903437,106411,Debit,Active,2015-04-28
903438,101566,Debit,Active,2016-12-07
903439,101221,Debit,Active,2020-01-23
903440,113314,Credit,Active,2022-10-21
903441,104506,Debit,Active,2022-05-31
903442,106788,Debit,Active,2019-08-15
903443,104498,Debit,Active,2022-07-14
903444,102520,Debit,Active,2021-06-15
903445,102618,Credit,Active,2015-08-13
903446,101884,Debit,Active,2018-09-26
903447,100103,Debit,Active,2022-02-26
903448,100342,Debit,Active,2017-07-01
903449,108234,Credit,Active,2023-02-06
903450,112429,Debit,Blocked,2015-11-13
903451,112898,Debit,Blocked,2021-04-20
903452,103764,Debit,Active,2019-08-16
903453,107987,Credit,Blocked,2016-07-01
903454,109127,Debit,Blocked,2021-09-16
903455,107216,Debit,Active,2021-09-10
903456,110721,Debit,Blocked,2021-09-14
903457,109740,Debit,Active,2019-01-13
903458,100013,Debit,Active,2023-02-03
903459,104726,Debit,Active,2016-04-17
903460,110596,Debit,Active,2019-05-06
903461,101771,Debit,Active,2021-06-27
903462,104203,Debit,Active,2018-07-12
903463,112196,Debit,Active,2021-05-11
903464,113602,Debit,Active,2021-06-07
903465,100167,Credit,Active,2015-10-07
903466,106468,Debit,Active,2017-08-01
903467,103057,Debit,Active,2020-09-23
903468,111223,Debit,Active,2018-11-29
903469,111523,Debit,Active,2018-01-19
903470,105850,Debit,Active,2021-06-26
903471,112913,Debit,Active,2018-01-25
903472,110849,Credit,Active,2019-04-08
903473,114232,Debit,Active,2016-10-22
903474,103461,Debit,Blocked,2022-05-02
903475,103599,Credit,Active,2018-08-24
903476,107694,Credit,Active,2022-04-26
903477,100634,Debit,Active,2017-06-26
903478,101610,Debit,Active,2019-04-04
903479,113649,Debit,Active,2016-06-09
903480,103332,Debit,Blocked,2022-09-03
903481,104830,Debit,Active,2019-10-06
903482,110710,Debit,Active,2020-08-03
903483,104983,Debit,Active,2017-06-24
903484,101858,Debit,Active,2022-12-27
903485,101123,Debit,Active,2020-05-01
903486,104078,Debit,Active,2022-05-03
903487,101049,Debit,Active,2019-01-30
903488,103973,Credit,Active,2019-10-21
903489,109576,Debit,Active,2021-05-31
903490,114086,Debit,Active,2021-01-04
903491,101496,Debit,Active,2018-09-17
903492,110933,Debit,Active,2015-03-23
903493,112243,Debit,Active,2017-07-21
903494,106797,Debit,Blocked,2018-06-28
903495,101513,Debit,Active,2020-05-17
903496,109495,Debit,Active,2017-08-26
903497,111886,Debit,Active,2022-10-07
903498,106429,Debit,Active,2020-09-06
903499,102839,Debit,Blocked,2015-11-24
903500,103352,Debit,Blocked,2017-03-06
903501,109098,Debit,Active,2023-01-27
903502,102922,Debit,Active,2015-08-08
903503,101981,Debit,Active,2015-02-01
903504,106403,Debit,Active,2015-04-04
903505,101361,Debit,Active,2020-10-18
903506,111094,Debit,Active,2017-06-14
903507,105835,Debit,Active,2020-02-20
903508,106308,Debit,Active,2015-01-03
903509,111849,Debit,Active,2017-06-15
903510,108120,Debit,Active,2017-02-19
903511,101243,Debit,Active,2022-05-12
903512,100777,Debit,Active,2016-01-07
903513,109057,Credit,Active,2015-11-16
903514,100752,Debit,Active,2017-11-08
903515,104610,Debit,Active,2018-09-06
903516,113637,Debit,Active,2015-01-24
903517,104871,Debit,Active,2022-05-03
903518,105992,Debit,Active,2021-07-07
903519,103355,Debit,Active,2022-08-13
903520,108744,Debit,Active,2018-12-29
903521,103451,Credit,Active,2015-01-17
903522,107007,Credit,Active,2015-08-27
903523,112805,Debit,Active,2022-09-27
903524,114868,Debit,Active,2018-06-15
903525,100113,Debit,Active,2020-03-19
903526,113758,Debit,Active,2018-07-13
903527,104449,Debit,Active,2022-12-15
903528,103406,Debit,Active,2015-06-12
903529,108339,Debit,Active,2020-07-12
903530,104648,Debit,Active,2023-03-17
903531,110204,Debit,Active,2019-02-11
903532,101962,Debit,Active,2017-07-02
903533,112764,Debit,Blocked,2021-12-16
903534,113605,Debit,Active,2022-05-28
903535,108683,Debit,Active,2021-06-24
903536,109658,Debit,Blocked,2021-08-10
903537,106255,Debit,Active,2020-06-07
903538,110942,Debit,Active,2018-01-03
903539,105018,Credit,Active,2021-04-09
903540,109756,Debit,Active,2020-10-27
903541,111105,Debit,Active,2015-06-10
903542,114106,Debit,Active,2018-02-24
903543,109073,Credit,Blocked,2018-08-07
903544,106879,Debit,Active,2016-05-18
903545,114176,Debit,Active,2022-11-03
903546,105762,Debit,Active,2022-02-28
903547,108303,Debit,Active,2020-12-13
903548,106120,Debit,Active,2022-05-04
903549,112526,Credit,Active,2017-03-27
903550,108529,Debit,Active,2016-02-07
903551,114276,Debit,Active,2017-11-25
903552,108441,Debit,Active,2018-10-21
903553,104123,Debit,Active,2018-01-06
903554,109981,Credit,Active,2021-08-05
903555,113112,Debit,Active,2016-06-07
903556,108016,Debit,Active,2020-04-02
903557,114869,Debit,Active,2017-03-05
903558,114843,Debit,Active,2017-03-16
903559,112210,Debit,Active,2018-03-18
903560,108022,Debit,Active,2021-07-13
903561,113583,Credit,Active,2016-12-14
903562,110533,Debit,Active,2018-07-06
903563,110774,Debit,Active,2020-07-20
903564,114359,Debit,Active,2016-03-27
903565,108557,Debit,Blocked,2022-09-30
903566,101660,Debit,Active,2019-10-12
903567,104488,Debit,Active,2016-10-07
903568,106511,Debit,Active,2023-03-05
903569,112294,Debit,Active,2020-10-01
903570,101781,Credit,Active,2016-06-07
903571,113054,Debit,Active,2022-05-01
903572,103254,Debit,Active,2020-01-13
903573,101864,Credit,Active,2023-02-22
903574,110365,Credit,Active,2019-05-04
903575,109596,Debit,Active,2019-10-27
903576,109928,Debit,Active,2019-06-11
903577,114495,Debit,Active,2017-08-03
903578,100020,Debit,Active,2015-07-26
903579,103205,Debit,Active,2018-04-11
903580,102856,Credit,Active,2017-08-08
903581,106550,Debit,Active,2019-11-07
903582,114686,Debit,Blocked,2016-11-15
903583,114531,Debit,Active,2017-05-04
903584,111258,Credit,Active,2021-08-12
903585,113370,Debit,Blocked,2016-04-28
903586,108724,Debit,Active,2015-01-17
903587,109925,Debit,Active,2019-07-30
903588,104048,Debit,Active,2016-04-06
903589,107467,Credit,Active,2015-01-03
903590,103602,Debit,Active,2015-10-26
903591,113350,Debit,Active,2020-02-19
903592,101603,Credit,Active,2015-10-16
903593,102016,Debit,Active,2020-09-06
903594,111167,Debit,Active,2021-01-13
903595,105222,Debit,Active,2022-02-11
903596,109803,Debit,Active,2021-03-01
903597,102221,Debit,Active,2023-01-11
903598,106087,Debit,Active,2015-05-22
903599,107746,Debit,Active,2017-03-09
903600,108374,Debit,Blocked,2016-08-01
903601,104196,Debit,Active,2020-10-10
903602,109193,Debit,Active,2021-02-22
903603,113648,Credit,Active,2023-02-14
903604,106822,Debit,Active,2019-08-01
903605,108058,Debit,Active,2020-06-13
903606,108616,Debit,Active,2019-05-01
903607,106654,Debit,Active,2022-01-23
903608,106644,Credit,Active,2021-09-29
903609,106732,Debit,Active,2018-09-10
903610,104435,Debit,Active,2019-05-26
903611,108001,Credit,Active,2017-10-09
903612,108347,Debit,Active,2016-01-07
903613,101940,Debit,Active,2016-12-24
903614,101483,Debit,Active,2018-11-21
903615,104373,Debit,Active,2015-07-14
903616,111139,Debit,Active,2019-07-04
903617,103810,Debit,Active,2018-05-01
903618,113862,Credit,Active,2021-11-02
903619,110247,Debit,Active,2021-08-14
903620,104787,Debit,Blocked,2017-03-22
903621,109850,Credit,Active,2020-03-31
903622,106789,Debit,Active,2017-09-13
903623,114893,Debit,Active,2021-08-27
903624,112504,Debit,Blocked,2015-06-24
903625,109101,Debit,Active,2020-11-20
903626,101567,Credit,Active,2022-02-19
903627,104457,Debit,Active,2015-05-05
903628,112469,Debit,Active,2021-12-20
903629,101361,Credit,Active,2018-11-06
903630,113392,Credit,Active,2016-08-08
903631,108464,Debit,Active,2018-02-14
903632,103423,Debit,Active,2021-05-31
903633,108462,Debit,Active,2017-05-01
903634,103760,Debit,Active,2018-02-07
903635,108803,Debit,Active,2018-04-18
903636,105641,Debit,Active,2015-10-16
903637,101285,Debit,Active,2022-04-07
903638,105948,Debit,Active,2021-03-25
903639,105768,Debit,Active,2018-10-03
903640,111265,Debit,Active,2018-12-23
903641,104634,Debit,Active,2017-08-05
903642,110076,Debit,Blocked,2018-08-15
903643,101069,Debit,Blocked,2020-12-28
903644,113846,Debit,Active,2016-01-12
903645,110408,Debit,Active,2022-12-25
903646,100893,Debit,Active,2022-03-28
903647,113986,Credit,Active,2020-10-21
903648,107215,Debit,Active,2019-01-12
903649,108490,Debit,Active,2018-11-14
903650,113449,Debit,Active,2017-04-21
903651,114493,Debit,Active,2015-02-14
903652,111551,Debit,Active,2016-01-05
903653,104656,Debit,Active,2017-09-22
903654,108415,Debit,Active,2016-04-11
903655,114858,Debit,Active,2017-12-18
903656,112092,Debit,Active,2021-07-19
903657,102749,Debit,Active,2016-05-16
903658,113985,Credit,Active,2019-07-09
903659,113882,Debit,Active,2016-09-17
903660,101348,Debit,Blocked,2017-01-22
903661,103138,Debit,Active,2017-05-12
903662,103701,Debit,Active,2020-03-23
903663,105350,Debit,Active,2023-01-20
903664,108368,Debit,Active,2015-12-10
903665,108871,Debit,Active,2019-12-18
903666,104324,Debit,Active,2022-11-28
903667,112454,Credit,Active,2023-03-12
903668,107893,Debit,Active,2015-04-05
903669,107422,Debit,Active,2017-10-03
903670,105359,Debit,Active,2020-04-23
903671,103663,Debit,Active,2023-02-20
903672,108550,Debit,Active,2015-12-01
903673,109671,Debit,Active,2017-05-30
903674,103603,Debit,Active,2020-10-20
903675,108535,Credit,Active,2020-09-26
903676,108816,Debit,Active,2019-02-06
903677,109976,Debit,Active,2015-05-03
903678,100676,Debit,Active,2020-01-11
903679,106029,Credit,Blocked,2021-10-10
903680,106825,Credit,Active,2015-08-06
903681,112354,Debit,Active,2017-04-12
903682,109232,Debit,Active,2015-11-25
903683,111082,Debit,Blocked,2018-06-29
903684,112095,Debit,Active,2021-01-28
903685,103321,Debit,Active,2016-04-08
903686,102481,Debit,Active,2018-04-18
903687,112246,Debit,Active,2016-01-28
903688,112279,Debit,Active,2021-07-25
903689,112171,Debit,Active,2021-09-11
903690,104008,Debit,Active,2020-07-19
903691,100917,Debit,Active,2022-08-12
903692,100611,Credit,Active,2022-12-05
903693,112535,Debit,Active,2017-07-17
903694,101190,Credit,Blocked,2022-05-14
903695,105988,Credit,Active,2018-06-26
903696,102413,Debit,Active,2020-05-18
903697,108907,Debit,Active,2016-11-06
903698,105876,Debit,Active,2016-11-30
903699,110680,Debit,Active,2021-09-22
903700,111524,Debit,Active,2022-05-18
903701,113867,Debit,Active,2018-11-30
903702,114582,Debit,Active,2022-12-15
903703,105569,Debit,Active,2018-05-21
903704,114223,Debit,Active,2022-07-07
903705,109578,Debit,Active,2023-02-23
903706,109960,Debit,Active,2021-06-14
903707,101614,Debit,Active,2020-08-28
903708,111658,Debit,Active,2017-04-21
903709,106386,Debit,Active,2015-10-19
903710,109507,Debit,Active,2021-05-06
903711,101041,Debit,Active,2022-03-21
903712,103100,Debit,Active,2021-10-24
903713,106889,Debit,Active,2018-07-27
903714,104788,Debit,Active,2016-08-31
903715,103237,Credit,Active,2019-02-13
903716,108558,Debit,Active,2015-12-19
903717,112537,Debit,Active,2022-03-07
903718,106197,Debit,Active,2016-05-31
903719,104252,Credit,Active,2018-04-13
903720,108781,Debit,Active,2022-08-14
903721,103360,Debit,Active,2015-05-16
903722,111330,Debit,Active,2019-10-01
903723,106641,Debit,Active,2017-04-15
903724,111325,Debit,Active,2022-11-27
903725,112653,Debit,Active,2018-12-03
903726,114052,Debit,Active,2022-10-04
903727,101181,Debit,Active,2019-12-03
903728,109796,Debit,Active,2021-01-20
903729,108578,Debit,Active,2022-08-02
903730,101260,Debit,Blocked,2016-08-15
903731,105146,Debit,Active,2017-12-24
903732,102503,Credit,Active,2017-04-15
903733,113662,Debit,Active,2015-06-09
903734,110906,Debit,Active,2015-10-07
903735,100745,Debit,Active,2020-11-24
903736,102989,Credit,Active,2015-11-30
903737,104349,Debit,Active,2019-11-24
903738,112622,Debit,Active,2020-03-12
903739,104291,Debit,Active,2016-06-25
903740,104902,Debit,Active,2016-07-11
903741,104591,Debit,Active,2021-04-29
903742,101090,Debit,Active,2022-08-20
903743,104747,Debit,Active,2019-04-08
903744,114448,Debit,Active,2017-09-17
903745,105174,Debit,Active,2020-01-26
903746,101910,Debit,Active,2018-04-09
903747,112905,Credit,Active,2020-06-05
903748,108311,Debit,Active,2017-11-14
903749,107521,Debit,Active,2021-10-11
903750,102371,Debit,Active,2022-08-15
903751,101049,Debit,Active,2019-03-05
903752,105896,Debit,Active,2016-11-20
903753,102309,Credit,Active,2021-10-31
903754,101835,Debit,Active,2015-07-10
903755,107469,Credit,Active,2019-04-19
903756,107444,Debit,Active,2019-10-28
903757,105052,Debit,Active,2021-03-02
903758,106903,Credit,Active,2018-12-15
903759,112640,Debit,Active,2020-05-31
903760,107961,Credit,Active,2018-05-23
903761,102601,Debit,Active,2016-02-03
903762,102259,Credit,Blocked,2019-09-27
903763,113327,Debit,Active,2018-11-25
903764,111237,Credit,Active,2020-04-16
903765,106220,Credit,Active,2021-05-12
903766,113247,Debit,Blocked,2020-09-20
903767,111806,Debit,Active,2021-10-22
903768,106612,Debit,Active,2017-03-21
903769,110265,Debit,Active,2022-08-05
903770,106180,Debit,Active,2018-05-12
903771,105933,Debit,Active,2023-03-14
903772,111305,Debit,Active,2017-04-12
903773,108775,Debit,Active,2021-09-02
903774,111747,Debit,Active,2017-05-09
903775,111114,Debit,Active,2017-11-16
903776,106482,Debit,Active,2021-09-25
903777,106871,Debit,Active,2017-12-06
903778,114883,Debit,Active,2022-01-09
903779,107196,Credit,Active,2018-10-20
903780,105748,Debit,Active,2020-10-11
903781,104204,Debit,Active,2020-01-21
903782,105349,Debit,Blocked,2016-10-16
903783,109869,Debit,Active,2023-01-17
903784,112779,Credit,Active,2017-05-29
903785,114869,Credit,Active,2015-09-07
903786,103337,Debit,Active,2021-07-07
903787,110241,Debit,Active,2018-12-16
903788,111124,Debit,Active,2021-03-31
903789,105657,Debit,Active,2018-06-09
903790,100233,Debit,Blocked,2022-10-06
903791,112026,Debit,Active,2018-05-12
903792,103584,Debit,Active,2022-06-13
903793,111348,Debit,Active,2021-09-21
903794,105801,Debit,Active,2018-11-26
903795,112682,Debit,Active,2020-06-28
903796,103746,Debit,Active,2017-06-30
903797,100328,Debit,Active,2018-02-27
903798,112697,Debit,Active,2015-06-29
903799,104253,Debit,Active,2021-06-18
903800,104579,Debit,Active,2016-04-21
903801,106659,Credit,Active,2020-03-14
903802,103624,Debit,Active,2023-01-15
903803,111271,Debit,Active,2022-02-28
903804,100559,Credit,Active,2017-09-17
903805,108242,Debit,Active,2017-12-29
903806,104226,Credit,Active,2022-08-29
903807,114254,Debit,Active,2018-01-06
903808,100848,Debit,Active,2018-09-29
903809,114237,Debit,Active,2020-05-23
903810,101658,Debit,Active,2018-02-08
903811,110833,Credit,Active,2020-10-20
903812,111540,Debit,Active,2022-01-25
903813,114348,Credit,Active,2019-09-24
903814,106021,Debit,Active,2021-12-07
903815,114252,Debit,Blocked,2017-03-03
903816,104231,Credit,Active,2015-11-30
903817,107249,Debit,Active,2017-03-18
903818,107335,Debit,Active,2016-05-02
903819,114561,Credit,Active,2017-11-06
903820,102623,Debit,Blocked,2015-05-23
903821,103230,Debit,Active,2020-05-12
903822,114212,Debit,Active,2015-04-29
903823,109860,Debit,Active,2016-05-01
903824,103046,Debit,Active,2019-09-13
903825,114188,Debit,Active,2019-09-01
903826,101282,Debit,Active,2021-11-12
903827,105876,Debit,Blocked,2018-12-04
903828,101912,Debit,Active,2016-08-02
903829,113032,Credit,Active,2021-11-24
903830,100667,Debit,Blocked,2019-06-06
903831,105105,Debit,Active,2019-11-02
903832,109829,Debit,Active,2019-12-02
903833,114326,Debit,Active,2021-01-04
903834,111162,Debit,Active,2017-08-29
903835,103992,Debit,Active,2020-05-02
903836,109827,Debit,Active,2019-03-27
903837,113375,Debit,Active,2017-06-30
903838,101962,Debit,Active,2018-05-08
903839,104117,Debit,Blocked,2022-01-25
903840,104918,Debit,Active,2015-06-22
903841,103159,Credit,Blocked,2017-11-24
903842,110817,Credit,Active,2022-04-17
903843,113009,Credit,Active,2022-07-14
