account_id,customer_id,account_type,balance,currency,status,opened_date
102532,8768,Savings,111822.46,NGN,Active,2010-07-13
102533,7111,Current,312385.09,NGN,Active,2015-07-12
102534,2225,Current,84689.26,NGN,Dormant,2011-09-29
102535,9743,Current,240679.61,NGN,Closed,2015-03-21
102536,6420,Current,165391.4,NGN,Active,2023-12-28
102537,534,Savings,98135.62,NGN,Dormant,2023-05-15
102538,1992,Savings,652051.0,NGN,Dormant,2020-10-05
102539,864,Current,116664.36,NGN,Dormant,2019-02-21
102540,4508,Savings,129128.31,NGN,Active,2013-03-26
102541,9247,Savings,95487.39,NGN,Active,2017-04-19
102542,3027,Savings,829455.22,NGN,Active,2012-12-15
102543,5962,Savings,751486.58,NGN,Closed,2017-09-21
102544,1209,Savings,574611.65,NGN,Active,2018-01-08
102545,1611,Current,423547.58,NGN,Active,2022-12-21
102546,4328,Savings,61536.4,NGN,Dormant,2013-08-07
102547,1098,Savings,99232.01,NGN,Closed,2019-06-25
102548,253,Current,69721.14,NGN,Active,2011-06-22
102549,434,Savings,505529.32,NGN,Active,2011-08-07
102550,1957,Current,2124708.15,NGN,Closed,2015-01-23
102551,2789,Savings,343584.1,NGN,Active,2010-11-01
102552,9415,Savings,1028498.33,NGN,Active,2018-03-23
102553,84,Savings,269170.75,NGN,Active,2016-11-22
102554,8904,Current,230602.55,NGN,Active,2015-06-21
102555,5777,Savings,85981.18,NGN,Active,2016-12-23
102556,3046,Fixed,319441.62,NGN,Dormant,2018-12-28
102557,8409,Current,444308.61,NGN,Active,2011-02-16
102558,7629,Current,518703.67,NGN,Active,2011-06-05
102559,5357,Savings,182365.75,NGN,Dormant,2012-11-23
102560,4016,Savings,202338.15,NGN,Active,2019-02-07
102561,2559,Savings,152192.2,NGN,Closed,2013-04-17
102562,2277,Savings,87459.32,NGN,Active,2022-04-30
102563,4394,Fixed,429063.92,NGN,Dormant,2021-12-15
102564,2666,Savings,20236.0,NGN,Active,2022-06-04
102565,505,Savings,25858.16,NGN,Active,2024-05-26
102566,4747,Current,89173.06,NGN,Active,2013-05-04
102567,3836,Savings,40096.57,NGN,Active,2023-12-31
102568,9940,Savings,537453.23,NGN,Active,2020-02-08
102569,9977,Fixed,100007.84,NGN,Active,2018-11-22
102570,6584,Savings,427094.83,NGN,Active,2022-05-28
102571,9801,Current,683671.4,NGN,Active,2011-01-23
102572,941,Savings,174120.95,NGN,Closed,2022-10-15
102573,4258,Current,233232.44,NGN,Active,2014-12-25
102574,6138,Savings,627436.62,NGN,Active,2014-07-07
102575,4703,Current,488536.03,NGN,Active,2013-01-02
102576,4954,Savings,16680.26,NGN,Closed,2016-06-22
102577,1913,Savings,103417.96,NGN,Active,2014-05-02
102578,9964,Savings,286033.92,NGN,Active,2023-04-02
102579,7240,Savings,206333.61,NGN,Active,2012-02-24
102580,6726,Current,54620.79,NGN,Active,2013-08-23
102581,402,Current,24877.02,NGN,Active,2010-01-26
102582,3445,Savings,318806.94,NGN,Dormant,2011-07-30
102583,9753,Savings,64360.97,NGN,Dormant,2014-06-14
102584,9706,Fixed,140397.08,NGN,Active,2023-08-08
102585,3348,Current,190842.87,NGN,Dormant,2013-05-30
102586,1350,Savings,136074.58,NGN,Active,2024-09-26
102587,3088,Current,58400.06,NGN,Active,2015-03-27
102588,6051,Current,148599.71,NGN,Active,2023-07-23
102589,2231,Savings,89419.68,NGN,Dormant,2024-01-10
102590,4964,Savings,1005873.3,NGN,Active,2022-11-13
102591,1792,Fixed,205808.51,NGN,Active,2021-08-27
102592,7361,Savings,2738942.0,NGN,Active,2010-10-30
102593,7182,Current,38167.85,NGN,Dormant,2010-05-20
102594,4120,Savings,116894.7,NGN,Active,2016-01-07
102595,6950,Savings,116452.98,NGN,Active,2024-05-27
102596,9993,Savings,69248.54,NGN,Active,2012-01-11
102597,4351,Savings,110595.33,NGN,Active,2018-01-28
102598,4045,Current,95993.38,NGN,Active,2010-11-03
102599,7475,Current,55460.42,NGN,Active,2017-02-16
102600,9325,Current,1171854.0,NGN,Active,2015-07-12
102601,1342,Savings,148481.63,NGN,Active,2021-08-27
102602,2815,Savings,451202.71,NGN,Active,2018-10-09
102603,7946,Savings,483718.87,NGN,Dormant,2021-02-20
102604,8614,Current,783027.1,NGN,Active,2024-08-19
102605,8323,Current,55240.79,NGN,Active,2024-03-03
102606,5545,Current,655409.24,NGN,Active,2023-07-02
102607,7313,Current,150026.55,NGN,Closed,2015-05-28
102608,4315,Savings,1527671.24,NGN,Dormant,2015-01-18
102609,9801,Savings,289907.93,NGN,Active,2021-07-13
102610,8389,Savings,45795.25,NGN,Active,2010-01-17
102611,6739,Savings,649291.28,NGN,Active,2021-10-16
102612,5981,Savings,582557.95,NGN,Dormant,2014-10-23
102613,6927,Current,39303.28,NGN,Active,2017-12-15
102614,4714,Savings,369308.6,NGN,Active,2020-08-19
102615,1636,Savings,949671.46,NGN,Active,2015-08-11
102616,1395,Savings,275612.4,NGN,Active,2010-11-09
102617,9311,Savings,55760.12,NGN,Active,2017-10-09
102618,2437,Current,494511.78,NGN,Dormant,2011-08-14
102619,1836,Current,338419.58,NGN,Active,2015-05-14
102620,8239,Savings,126270.07,NGN,Dormant,2016-08-16
102621,5278,Savings,98099.13,NGN,Active,2014-07-04
102622,7948,Savings,336681.05,NGN,Dormant,2011-02-26
102623,6566,Current,59768.34,NGN,Active,2019-06-05
102624,1052,Fixed,203214.61,NGN,Active,2011-03-11
102625,5297,Savings,608360.72,NGN,Active,2013-03-20
102626,8879,Savings,866174.71,NGN,Active,2022-03-05
102627,6863,Savings,91321.82,NGN,Active,2011-08-16
102628,9803,Current,28412.71,NGN,Dormant,2014-10-21
102629,2910,Savings,74759.83,NGN,Active,2012-03-24
102630,758,Fixed,399524.9,NGN,Active,2016-04-27
102631,7436,Savings,72051.14,NGN,Active,2022-01-20
102632,8246,Savings,535519.84,NGN,Active,2023-08-20
102633,6529,Savings,71882.63,NGN,Active,2022-05-09
102634,6667,Fixed,88160.58,NGN,Closed,2010-04-24
102635,6367,Current,134569.93,NGN,Active,2011-10-24
102636,3639,Savings,460027.22,NGN,Active,2014-06-15
102637,8100,Savings,28510.39,NGN,Active,2017-07-28
102638,2334,Savings,221456.35,NGN,Active,2013-05-11
102639,1604,Current,217136.96,NGN,Active,2012-08-30
102640,6968,Current,54690.29,NGN,Active,2016-04-07
102641,8636,Current,240787.06,NGN,Active,2021-02-22
102642,9745,Savings,133531.21,NGN,Active,2015-10-23
102643,6911,Fixed,46895.3,NGN,Dormant,2012-05-18
102644,4365,Savings,150041.88,NGN,Closed,2016-09-07
102645,908,Savings,51715.52,NGN,Active,2023-04-04
102646,3452,Savings,80454.8,NGN,Active,2011-08-17
102647,9248,Savings,428461.29,NGN,Closed,2018-07-25
102648,2141,Fixed,115464.41,NGN,Active,2010-08-22
102649,595,Savings,418912.76,NGN,Active,2017-05-06
102650,7948,Savings,136950.44,NGN,Active,2014-01-29
102651,1540,Fixed,56449.54,NGN,Active,2020-02-04
102652,8346,Current,275928.15,NGN,Active,2016-03-03
102653,9810,Savings,301395.12,NGN,Closed,2023-03-26
102654,7872,Savings,42046.11,NGN,Active,2017-07-24
102655,7040,Current,567674.07,NGN,Active,2016-04-11
102656,7034,Savings,867131.03,NGN,Active,2018-09-13
102657,418,Savings,324273.7,NGN,Dormant,2021-09-12
102658,4349,Savings,177213.79,NGN,Active,2018-11-05
102659,6912,Savings,1487883.28,NGN,Active,2021-05-07
102660,4408,Savings,294478.31,NGN,Closed,2014-05-10
102661,6943,Current,202186.51,NGN,Active,2017-07-22
102662,3864,Current,1055883.09,NGN,Active,2011-04-17
102663,4531,Current,948783.21,NGN,Active,2015-04-17
102664,4033,Current,33419.94,NGN,Active,2013-01-15
102665,3426,Current,93471.56,NGN,Active,2011-02-16
102666,1006,Current,309970.66,NGN,Active,2020-05-12
102667,4361,Current,627867.62,NGN,Active,2011-12-10
102668,9224,Savings,45157.86,NGN,Active,2018-05-03
102669,9210,Savings,441816.34,NGN,Active,2022-07-20
102670,6251,Current,104294.26,NGN,Closed,2011-05-03
102671,2980,Savings,358330.97,NGN,Active,2010-07-15
102672,440,Current,87232.56,NGN,Dormant,2021-02-19
102673,1838,Fixed,12504.08,NGN,Active,2021-11-14
102674,3210,Savings,23195.72,NGN,Active,2022-08-15
102675,895,Current,47160.47,NGN,Active,2013-07-16
102676,651,Savings,84905.11,NGN,Closed,2019-09-14
102677,7796,Current,161473.77,NGN,Active,2023-07-12
102678,9284,Savings,92101.9,NGN,Active,2012-02-21
102679,7662,Current,154490.81,NGN,Active,2020-05-22
102680,4986,Savings,94275.57,NGN,Active,2010-07-11
102681,2563,Current,161917.2,NGN,Active,2022-01-12
102682,9615,Savings,453040.22,NGN,Active,2011-01-22
102683,6076,Current,160096.12,NGN,Active,2012-10-19
102684,4216,Savings,295060.65,NGN,Active,2012-12-16
102685,3784,Current,357110.05,NGN,Active,2021-03-02
102686,55,Savings,136814.17,NGN,Active,2017-12-24
102687,9286,Current,22698.73,NGN,Active,2016-06-19
102688,1518,Current,214908.0,NGN,Active,2010-09-05
102689,8548,Savings,77535.74,NGN,Active,2022-06-02
102690,5588,Savings,420269.02,NGN,Active,2020-11-03
102691,4870,Savings,731041.03,NGN,Dormant,2015-10-14
102692,5008,Fixed,122602.75,NGN,Active,2011-04-04
102693,5842,Current,194915.49,NGN,Active,2013-12-31
102694,9453,Current,339302.93,NGN,Closed,2011-09-12
102695,2266,Fixed,66557.5,NGN,Active,2022-03-09
102696,8916,Savings,164415.17,NGN,Active,2018-08-27
102697,6125,Current,29665.54,NGN,Active,2018-08-25
102698,9486,Current,513368.13,NGN,Closed,2012-02-23
102699,3390,Fixed,1039974.27,NGN,Active,2010-04-23
102700,4360,Savings,181668.05,NGN,Active,2021-05-07
102701,9693,Savings,71183.55,NGN,Active,2017-12-25
102702,9258,Savings,217001.17,NGN,Closed,2022-06-14
102703,7186,Savings,40039.07,NGN,Active,2011-09-24
102704,1838,Savings,100757.11,NGN,Active,2015-01-23
102705,8624,Savings,102743.39,NGN,Active,2020-04-18
102706,1820,Savings,91683.89,NGN,Active,2020-05-28
102707,2378,Fixed,207134.73,NGN,Active,2020-11-29
102708,4372,Fixed,262322.78,NGN,Active,2022-03-17
102709,1446,Savings,165327.49,NGN,Closed,2013-03-20
102710,7081,Current,438449.33,NGN,Active,2010-11-07
102711,4823,Current,250041.1,NGN,Closed,2014-12-29
102712,1904,Savings,94517.09,NGN,Active,2013-09-04
102713,1916,Savings,144519.42,NGN,Active,2012-06-01
102714,5268,Savings,148897.62,NGN,Active,2018-02-01
102715,3122,Savings,106769.68,NGN,Active,2016-06-04
102716,8777,Current,285105.24,NGN,Active,2023-10-25
102717,3966,Savings,15605.98,NGN,Active,2018-11-12
102718,2153,Current,168606.11,NGN,Dormant,2021-08-06
102719,292,Savings,228716.27,NGN,Active,2017-11-14
102720,6376,Savings,314568.8,NGN,Active,2022-12-14
102721,5221,Savings,550822.93,NGN,Active,2018-03-28
102722,6403,Savings,139421.27,NGN,Active,2017-11-06
102723,9508,Current,406338.91,NGN,Active,2011-07-05
102724,9261,Current,318575.98,NGN,Dormant,2020-03-17
102725,5603,Savings,217655.17,NGN,Active,2016-10-06
102726,7780,Savings,35223.84,NGN,Dormant,2017-09-03
102727,3229,Current,540105.73,NGN,Active,2021-02-21
102728,7048,Savings,180948.35,NGN,Active,2010-10-12
102729,9110,Current,123346.74,NGN,Active,2013-01-10
102730,4009,Savings,45584.44,NGN,Closed,2015-03-30
102731,7588,Current,11063.74,NGN,Closed,2013-12-28
102732,7582,Savings,1319165.89,NGN,Active,2022-12-05
102733,4657,Fixed,228100.39,NGN,Closed,2010-12-19
102734,1003,Savings,48161.24,NGN,Dormant,2022-01-28
102735,4553,Savings,40670.42,NGN,Active,2017-03-28
102736,1540,Savings,119786.77,NGN,Active,2020-11-15
102737,8276,Fixed,395868.39,NGN,Active,2023-09-14
102738,1937,Savings,325881.2,NGN,Dormant,2019-05-23
102739,3286,Current,344606.43,NGN,Active,2014-10-04
102740,3463,Savings,61320.88,NGN,Active,2019-05-27
102741,2407,Savings,133689.17,NGN,Active,2016-08-27
102742,5493,Current,187174.2,NGN,Active,2013-12-02
102743,1598,Current,152910.49,NGN,Active,2011-09-21
102744,8250,Current,296690.84,NGN,Closed,2016-03-19
102745,6828,Savings,919025.24,NGN,Active,2015-12-16
102746,5946,Current,205131.97,NGN,Dormant,2023-08-08
102747,2922,Savings,85529.69,NGN,Active,2019-01-08
102748,6984,Savings,32922.69,NGN,Dormant,2024-08-15
102749,9966,Savings,197488.34,NGN,Active,2014-10-02
102750,6230,Savings,78774.7,NGN,Closed,2020-03-31
102751,7023,Savings,260789.47,NGN,Active,2020-09-07
102752,9792,Savings,243070.23,NGN,Active,2017-09-16
102753,6811,Fixed,908790.85,NGN,Closed,2019-10-14
102754,7547,Current,205912.78,NGN,Active,2014-12-19
102755,6467,Savings,268646.66,NGN,Active,2019-09-07
102756,4107,Current,79158.52,NGN,Active,2012-06-20
102757,3940,Savings,33678.42,NGN,Active,2023-08-24
102758,7746,Savings,530680.04,NGN,Dormant,2013-09-22
102759,8455,Savings,613643.37,NGN,Active,2023-11-29
102760,7192,Savings,113114.93,NGN,Dormant,2020-03-07
102761,5004,Savings,19393.02,NGN,Closed,2019-05-04
102762,8646,Current,727197.01,NGN,Closed,2024-07-03
102763,9447,Savings,601403.55,NGN,Active,2017-11-27
102764,3672,Current,143138.93,NGN,Active,2012-02-17
102765,6424,Fixed,527392.94,NGN,Active,2020-02-04
102766,8172,Savings,155572.7,NGN,Active,2018-12-03
102767,199,Current,206643.27,NGN,Active,2018-05-16
102768,5898,Savings,27210.34,NGN,Active,2022-10-03
102769,3815,Savings,624202.84,NGN,Active,2021-07-02
102770,5976,Current,23662.86,NGN,Closed,2019-05-18
102771,7451,Savings,1081217.93,NGN,Active,2024-10-08
102772,286,Savings,1208824.04,NGN,Active,2024-08-23
102773,1152,Savings,9798.64,NGN,Active,2014-06-29
102774,9423,Current,902259.01,NGN,Active,2018-07-26
102775,258,Savings,125161.71,NGN,Active,2012-06-25
102776,776,Savings,258971.6,NGN,Active,2015-11-14
102777,8703,Current,34489.89,NGN,Active,2020-05-05
102778,701,Savings,114137.19,NGN,Closed,2010-01-14
102779,4237,Savings,44391.29,NGN,Active,2010-09-01
102780,978,Savings,68308.57,NGN,Active,2021-02-07
102781,6037,Savings,624344.19,NGN,Closed,2020-02-25
102782,4836,Current,488485.52,NGN,Active,2024-09-03
102783,6251,Savings,401324.92,NGN,Active,2024-04-14
102784,5762,Savings,89947.92,NGN,Active,2024-07-15
102785,3967,Savings,76162.83,NGN,Dormant,2015-02-02
102786,1876,Savings,26521.15,NGN,Active,2017-10-19
102787,213,Current,343108.04,NGN,Active,2015-10-06
102788,5773,Current,1369971.58,NGN,Active,2022-08-22
102789,4484,Current,807227.39,NGN,Dormant,2013-06-09
102790,7282,Savings,168342.45,NGN,Active,2013-07-27
102791,9025,Savings,280036.04,NGN,Dormant,2024-12-29
102792,7706,Savings,213666.57,NGN,Active,2018-03-04
102793,798,Current,442591.3,NGN,Active,2011-12-28
102794,38,Savings,1106054.81,NGN,Closed,2015-05-26
102795,9241,Current,86981.64,NGN,Active,2010-07-20
102796,7259,Savings,90613.48,NGN,Active,2020-12-28
102797,9354,Savings,118675.96,NGN,Active,2013-03-18
102798,7377,Fixed,156978.67,NGN,Active,2010-01-23
102799,4157,Savings,362637.61,NGN,Closed,2019-08-29
102800,4354,Savings,151156.48,NGN,Active,2017-12-09
102801,135,Savings,63655.29,NGN,Active,2011-10-15
102802,2384,Savings,64586.64,NGN,Active,2010-01-29
102803,3073,Current,44678.32,NGN,Dormant,2010-01-31
102804,2774,Fixed,144678.09,NGN,Active,2011-08-05
102805,8278,Current,507463.79,NGN,Active,2014-07-27
102806,6811,Savings,258427.59,NGN,Active,2019-07-12
102807,6716,Current,302465.93,NGN,Active,2016-04-11
102808,5668,Savings,49383.43,NGN,Active,2023-09-24
102809,8993,Savings,44798.31,NGN,Closed,2020-05-20
102810,7569,Savings,198037.38,NGN,Active,2020-01-12
102811,5957,Savings,641110.38,NGN,Active,2015-12-11
102812,4003,Current,412223.58,NGN,Active,2017-09-09
102813,5587,Savings,77580.97,NGN,Active,2013-08-31
102814,7019,Savings,2023518.74,NGN,Active,2017-01-17
102815,2223,Current,17453.68,NGN,Dormant,2018-05-08
102816,9058,Savings,168032.91,NGN,Active,2015-02-28
102817,5721,Savings,182225.25,NGN,Closed,2010-03-03
102818,1083,Current,129307.45,NGN,Active,2018-10-19
102819,5693,Current,290172.19,NGN,Active,2018-02-05
102820,8598,Savings,130287.4,NGN,Active,2018-12-09
102821,2535,Savings,31416.52,NGN,Dormant,2015-09-06
102822,8475,Current,147649.21,NGN,Closed,2011-03-16
102823,8929,Savings,195057.44,NGN,Active,2011-02-04
102824,4552,Current,443616.28,NGN,Closed,2024-01-27
102825,222,Savings,773988.3,NGN,Closed,2013-09-15
102826,2928,Savings,63510.68,NGN,Dormant,2018-12-15
102827,7770,Current,1024192.05,NGN,Dormant,2015-10-11
102828,9743,Savings,101628.45,NGN,Active,2023-07-09
102829,1956,Savings,92823.01,NGN,Active,2018-09-02
102830,8045,Savings,103561.36,NGN,Active,2023-10-31
102831,716,Savings,19026.52,NGN,Active,2023-03-12
102832,1065,Savings,102256.01,NGN,Active,2018-08-02
102833,7597,Savings,688387.11,NGN,Closed,2016-04-30
102834,4876,Savings,275154.59,NGN,Active,2014-05-07
102835,8900,Fixed,209047.85,NGN,Active,2011-11-20
102836,6394,Current,239371.16,NGN,Active,2017-08-30
102837,2755,Fixed,651864.4,NGN,Closed,2017-04-27
102838,5728,Savings,61957.94,NGN,Closed,2021-03-16
102839,5850,Savings,439884.06,NGN,Active,2021-10-18
102840,2052,Savings,175110.9,NGN,Active,2017-04-10
102841,8641,Savings,68716.84,NGN,Active,2018-12-11
102842,8703,Savings,271037.39,NGN,Active,2024-10-17
102843,7685,Current,178475.36,NGN,Active,2015-05-07
102844,7042,Savings,67009.98,NGN,Active,2015-09-19
102845,8238,Savings,50187.0,NGN,Active,2015-11-29
102846,6270,Savings,100873.05,NGN,Active,2016-05-24
102847,9353,Savings,92770.93,NGN,Active,2022-01-14
102848,9864,Savings,623471.32,NGN,Dormant,2016-02-19
102849,7994,Savings,128582.4,NGN,Active,2018-11-04
102850,1895,Savings,107969.07,NGN,Dormant,2018-12-21
102851,1167,Savings,563366.49,NGN,Closed,2015-01-30
102852,1450,Savings,718289.28,NGN,Active,2013-08-29
102853,2398,Savings,65210.87,NGN,Active,2014-07-21
102854,3507,Savings,41433.71,NGN,Dormant,2021-02-23
102855,8470,Savings,286859.74,NGN,Active,2010-02-06
102856,7262,Current,129557.04,NGN,Active,2018-04-09
102857,3957,Savings,89344.97,NGN,Active,2019-01-25
102858,6474,Current,509985.19,NGN,Active,2014-01-20
102859,1474,Savings,122193.09,NGN,Active,2023-09-07
102860,478,Current,1342463.38,NGN,Dormant,2020-09-27
102861,7318,Current,171519.89,NGN,Active,2011-10-19
102862,7821,Current,194958.1,NGN,Active,2017-08-02
102863,7911,Savings,1912153.12,NGN,Active,2011-07-07
102864,510,Savings,228801.91,NGN,Active,2016-11-06
102865,8949,Current,74841.49,NGN,Active,2019-04-02
102866,5935,Savings,52970.21,NGN,Active,2010-07-09
102867,4127,Current,97917.63,NGN,Active,2014-04-18
102868,9593,Current,211001.18,NGN,Active,2012-08-07
102869,1062,Current,443346.16,NGN,Active,2017-07-12
102870,4647,Savings,31115.99,NGN,Active,2021-08-21
102871,4772,Savings,163321.47,NGN,Active,2022-09-24
102872,356,Savings,664388.63,NGN,Active,2021-09-23
102873,3009,Current,217162.31,NGN,Closed,2010-06-03
102874,4363,Savings,723211.53,NGN,Active,2020-03-22
102875,290,Savings,30984.53,NGN,Active,2022-07-14
102876,7941,Current,126850.86,NGN,Active,2016-10-06
102877,9236,Current,185816.3,NGN,Active,2014-11-23
102878,9708,Savings,299086.03,NGN,Active,2019-12-22
102879,13,Savings,63797.78,NGN,Active,2016-11-06
102880,6793,Savings,257186.79,NGN,Closed,2023-06-01
102881,389,Savings,280219.76,NGN,Dormant,2014-06-06
102882,1958,Savings,150113.09,NGN,Active,2010-03-15
102883,3678,Current,272919.99,NGN,Dormant,2021-02-17
102884,3420,Current,230485.81,NGN,Closed,2014-08-13
102885,6342,Fixed,78888.2,NGN,Active,2017-09-27
102886,3241,Savings,136771.34,NGN,Active,2012-02-02
102887,3756,Fixed,41197.02,NGN,Active,2011-11-12
102888,2205,Savings,31398.38,NGN,Active,2011-08-10
102889,1348,Current,215295.17,NGN,Active,2014-04-07
102890,8143,Fixed,20263.82,NGN,Active,2014-08-14
102891,9412,Current,124739.0,NGN,Active,2015-11-07
102892,6414,Savings,256463.77,NGN,Active,2024-02-26
102893,8254,Savings,165724.82,NGN,Active,2019-03-24
102894,498,Current,1801221.55,NGN,Active,2017-05-07
102895,7825,Fixed,260259.84,NGN,Active,2020-01-26
102896,8930,Savings,121120.33,NGN,Closed,2024-06-07
102897,6261,Current,317695.85,NGN,Active,2015-08-05
102898,915,Fixed,38431.04,NGN,Active,2019-01-09
102899,4964,Savings,489051.31,NGN,Active,2023-12-08
102900,3650,Savings,93388.52,NGN,Active,2021-04-08
102901,2375,Fixed,549742.55,NGN,Active,2015-11-22
102902,5660,Savings,252806.75,NGN,Active,2015-09-12
102903,6877,Current,323902.33,NGN,Dormant,2018-02-19
102904,7445,Current,88499.73,NGN,Active,2016-01-27
102905,5923,Savings,46202.32,NGN,Active,2021-10-22
102906,2534,Current,45308.61,NGN,Active,2011-02-03
102907,6676,Savings,24654.24,NGN,Dormant,2021-03-01
102908,1223,Savings,106745.85,NGN,Dormant,2024-07-03
102909,6855,Current,85292.74,NGN,Active,2011-02-11
102910,7264,Savings,495336.97,NGN,Active,2018-11-07
102911,8063,Savings,52210.88,NGN,Active,2021-07-07
102912,89,Savings,1818174.77,NGN,Dormant,2021-04-21
102913,7686,Savings,54082.95,NGN,Dormant,2012-11-29
102914,2995,Savings,59980.18,NGN,Active,2017-03-10
102915,7067,Savings,31952.26,NGN,Active,2021-02-20
102916,9874,Current,164499.71,NGN,Active,2013-01-04
102917,3582,Savings,114221.96,NGN,Active,2020-03-18
102918,8716,Savings,144543.38,NGN,Closed,2021-06-26
102919,6419,Current,254628.71,NGN,Active,2018-04-06
102920,8657,Savings,479701.27,NGN,Active,2016-06-18
102921,8847,Savings,44944.78,NGN,Closed,2016-07-25
102922,8645,Current,166302.58,NGN,Closed,2013-01-07
102923,292,Savings,417010.85,NGN,Dormant,2018-11-06
102924,7162,Savings,48847.54,NGN,Active,2015-03-12
102925,3669,Savings,3405050.31,NGN,Active,2019-03-15
102926,1834,Fixed,2137982.92,NGN,Active,2011-10-30
102927,3675,Current,149843.69,NGN,Active,2011-12-07
102928,1918,Savings,48178.87,NGN,Active,2016-12-17
102929,3614,Savings,55507.3,NGN,Active,2015-08-24
102930,1210,Current,210472.37,NGN,Active,2018-09-22
102931,8443,Savings,328960.9,NGN,Active,2015-10-05
102932,2669,Savings,21452.07,NGN,Active,2020-12-04
102933,1464,Savings,57492.45,NGN,Active,2010-01-11
102934,3285,Current,190228.72,NGN,Active,2011-09-26
102935,8536,Current,34722.68,NGN,Active,2018-04-04
102936,3926,Savings,117385.93,NGN,Active,2023-04-18
102937,7147,Savings,261533.31,NGN,Dormant,2020-02-28
102938,5782,Savings,136186.34,NGN,Active,2014-10-07
102939,5614,Savings,72570.78,NGN,Closed,2022-09-21
102940,5217,Savings,179102.47,NGN,Active,2023-04-02
102941,9541,Savings,284240.39,NGN,Active,2018-01-04
102942,4963,Savings,59105.12,NGN,Active,2012-11-07
102943,7802,Savings,237705.3,NGN,Active,2010-06-29
102944,86,Savings,232578.99,NGN,Active,2019-09-18
102945,1041,Current,288110.1,NGN,Active,2018-06-03
102946,2292,Savings,217328.05,NGN,Active,2013-08-06
102947,5918,Current,187789.53,NGN,Active,2019-10-26
102948,7386,Savings,137096.15,NGN,Active,2016-04-24
102949,1933,Savings,117123.47,NGN,Active,2019-11-11
102950,6150,Savings,360516.26,NGN,Active,2015-04-11
102951,381,Current,146531.88,NGN,Active,2013-09-30
102952,779,Savings,293195.79,NGN,Active,2014-07-20
102953,3307,Savings,288187.68,NGN,Active,2022-05-19
102954,3456,Savings,57887.36,NGN,Active,2022-09-07
102955,124,Fixed,114632.39,NGN,Active,2012-09-24
102956,1084,Fixed,153565.1,NGN,Dormant,2019-01-19
102957,2058,Current,179714.26,NGN,Active,2016-02-21
102958,9163,Savings,260977.79,NGN,Active,2018-03-22
102959,6740,Current,198108.71,NGN,Active,2017-07-09
102960,9642,Savings,170442.71,NGN,Active,2022-09-10
102961,3219,Current,100835.04,NGN,Closed,2021-02-22
102962,4553,Current,520539.76,NGN,Closed,2018-08-13
102963,4708,Savings,238532.15,NGN,Closed,2015-03-11
102964,1807,Fixed,143873.21,NGN,Dormant,2013-02-21
102965,5671,Current,106023.11,NGN,Active,2010-09-22
102966,7667,Savings,221421.74,NGN,Active,2015-04-24
102967,3670,Current,168141.22,NGN,Active,2023-04-23
102968,9721,Savings,30447.03,NGN,Active,2011-06-17
102969,4646,Current,54742.1,NGN,Active,2014-01-10
102970,2740,Savings,683535.55,NGN,Active,2015-12-07
102971,2959,Savings,244628.17,NGN,Active,2024-02-19
102972,7187,Savings,80523.98,NGN,Active,2018-10-23
102973,7331,Current,107993.56,NGN,Active,2018-09-30
102974,714,Fixed,63059.6,NGN,Active,2021-04-29
102975,7951,Savings,91389.69,NGN,Active,2016-06-05
102976,9074,Savings,502298.97,NGN,Dormant,2016-07-29
102977,3000,Current,133364.32,NGN,Active,2014-04-22
102978,8435,Savings,406978.88,NGN,Active,2021-05-17
102979,8852,Fixed,975235.94,NGN,Closed,2024-10-30
102980,997,Current,105381.02,NGN,Closed,2021-08-20
102981,971,Fixed,39158.92,NGN,Dormant,2013-08-05
102982,7945,Current,262031.44,NGN,Active,2023-02-14
102983,1541,Current,66016.64,NGN,Active,2022-05-13
102984,651,Savings,162863.49,NGN,Active,2014-12-10
102985,6247,Savings,195902.8,NGN,Dormant,2015-11-25
102986,5979,Savings,1255337.3,NGN,Active,2015-10-03
102987,3764,Current,232162.7,NGN,Active,2023-03-27
102988,9462,Current,98438.64,NGN,Active,2016-04-13
102989,2196,Savings,323976.71,NGN,Active,2015-03-10
102990,9011,Savings,398982.07,NGN,Active,2010-08-09
102991,4766,Savings,612515.95,NGN,Active,2022-11-05
102992,9392,Current,58972.17,NGN,Active,2022-04-30
102993,769,Savings,673342.07,NGN,Active,2016-10-31
102994,4515,Savings,2012292.57,NGN,Dormant,2019-09-11
102995,1946,Savings,657017.36,NGN,Active,2020-08-16
102996,8160,Savings,802566.32,NGN,Closed,2011-04-28
102997,2825,Savings,100890.58,NGN,Active,2022-01-11
102998,3185,Savings,1043788.52,NGN,Active,2020-12-08
102999,4629,Fixed,96404.78,NGN,Active,2017-10-04
103000,9100,Savings,155959.97,NGN,Closed,2022-09-03
103001,8420,Savings,97637.93,NGN,Closed,2012-01-08
103002,1627,Savings,85879.69,NGN,Active,2021-05-15
103003,9543,Current,161819.35,NGN,Active,2012-03-13
103004,3038,Savings,45746.44,NGN,Active,2014-05-31
103005,7320,Savings,76430.31,NGN,Dormant,2016-06-22
103006,4274,Savings,55832.63,NGN,Active,2022-06-14
103007,2014,Savings,879942.7,NGN,Active,2017-04-13
103008,4564,Savings,967086.42,NGN,Dormant,2010-05-11
103009,6300,Savings,2676176.54,NGN,Dormant,2011-03-25
103010,6404,Savings,151205.19,NGN,Closed,2012-02-08
103011,6540,Savings,168110.39,NGN,Active,2021-09-19
