transaction_id,account_id,transaction_date,transaction_type,amount,channel
516140,113238,2022-05-03,Withdrawal,13564.55,ATM
516141,101419,2022-01-03,Withdrawal,20162.01,Mobile
516142,100689,2023-07-04,Transfer,9376.21,Branch
516143,108085,2024-05-12,Withdrawal,18143.4,Mobile
516144,110389,2024-09-06,Deposit,6153.52,POS
516145,113619,2022-07-25,Deposit,15216.02,POS
516146,101338,2024-04-16,Withdrawal,18279.35,ATM
516147,113454,2022-07-10,Withdrawal,20154.46,POS
516148,110381,2022-08-14,Deposit,11527.42,ATM
516149,114626,2022-09-13,Withdrawal,9927.88,ATM
516150,100097,2023-12-27,Withdrawal,18213.09,ATM
516151,106033,2022-11-21,Withdrawal,20346.11,Mobile
516152,107468,2022-04-05,Withdrawal,23477.26,ATM
516153,108520,2022-02-22,Deposit,20680.67,ATM
516154,111097,2024-02-22,Withdrawal,15065.33,ATM
516155,112634,2024-04-12,Transfer,12085.84,POS
516156,100069,2022-10-05,Withdrawal,64860.36,ATM
516157,114357,2025-01-20,Transfer,81270.15,ATM
516158,112267,2023-12-01,Transfer,23534.85,POS
516159,107888,2024-06-29,Deposit,29979.0,ATM
516160,105138,2024-03-21,Deposit,72546.78,POS
516161,113242,2023-05-10,Deposit,10662.66,ATM
516162,104804,2025-01-20,Withdrawal,7803.93,POS
516163,113225,2022-07-15,Transfer,9613.14,POS
516164,101013,2024-05-25,Transfer,215624.02,Mobile
516165,110123,2025-04-14,Deposit,23331.81,Mobile
516166,102028,2022-12-03,Withdrawal,16801.22,POS
516167,106988,2024-08-03,Deposit,88688.37,Mobile
516168,107741,2023-08-09,Transfer,157369.0,POS
516169,109459,2024-05-26,Deposit,10465.23,ATM
516170,107270,2023-12-03,Deposit,5712.33,Mobile
516171,105594,2024-04-07,Withdrawal,18502.07,ATM
516172,114625,2025-03-06,Deposit,10793.21,Mobile
516173,100608,2023-12-01,Transfer,22444.08,ATM
516174,113769,2023-03-13,Transfer,178413.74,POS
516175,104210,2022-07-15,Transfer,25037.7,POS
516176,112122,2024-07-23,Transfer,9371.15,ATM
516177,114207,2024-08-22,Withdrawal,4961.1,Mobile
516178,114603,2025-03-12,Withdrawal,12466.09,POS
516179,100321,2023-09-04,Deposit,19207.04,Mobile
516180,114999,2022-05-08,Deposit,4982.15,Mobile
516181,105634,2023-11-17,Deposit,7863.7,ATM
516182,105276,2022-02-17,Withdrawal,3197.84,POS
516183,114064,2024-12-05,Deposit,45957.61,Mobile
516184,102006,2024-10-04,Transfer,24278.2,ATM
516185,101626,2023-09-06,Withdrawal,62898.84,ATM
516186,103054,2022-05-11,Deposit,3648.88,Mobile
516187,104415,2023-11-24,Deposit,27491.15,POS
516188,105910,2024-10-01,Withdrawal,21766.6,Mobile
516189,107517,2022-01-26,Deposit,1343.27,POS
516190,100634,2025-03-31,Deposit,14198.21,ATM
516191,113876,2023-11-09,Deposit,23199.98,POS
516192,106789,2022-04-24,Transfer,8242.59,POS
516193,110190,2024-12-12,Withdrawal,2449.64,Branch
516194,100757,2022-01-13,Withdrawal,55661.1,Mobile
516195,102758,2024-04-13,Withdrawal,6295.3,ATM
516196,112839,2023-11-28,Deposit,155488.26,Mobile
516197,106819,2022-11-03,Deposit,9751.36,Branch
516198,103380,2022-04-22,Deposit,100314.34,POS
516199,111918,2025-02-03,Transfer,26682.56,Mobile
516200,106130,2022-09-20,Transfer,64072.45,POS
516201,111346,2022-05-03,Transfer,165539.6,Mobile
516202,108140,2023-04-08,Transfer,12948.97,Mobile
516203,109838,2022-01-06,Transfer,67226.11,POS
516204,107521,2023-11-09,Withdrawal,10698.47,POS
516205,104539,2022-09-04,Withdrawal,77155.16,Branch
516206,103598,2023-10-11,Transfer,25326.75,Mobile
516207,102971,2023-03-06,Withdrawal,47824.81,ATM
516208,114851,2023-09-27,Deposit,45768.27,Branch
516209,112595,2022-12-05,Deposit,29658.47,POS
516210,111534,2024-02-22,Deposit,52388.35,ATM
516211,101596,2022-12-10,Deposit,9095.34,Branch
516212,114215,2025-01-04,Withdrawal,6622.04,Mobile
516213,110392,2023-01-09,Withdrawal,37182.65,POS
516214,103521,2024-08-12,Withdrawal,36332.94,Mobile
516215,112662,2025-01-26,Transfer,43551.29,Mobile
516216,109076,2023-08-26,Transfer,45473.1,POS
516217,107518,2022-03-22,Deposit,56422.42,POS
516218,111524,2024-05-01,Transfer,29746.89,POS
516219,108988,2024-11-10,Transfer,30528.99,ATM
516220,110992,2022-09-06,Deposit,155374.53,POS
516221,111466,2024-08-02,Transfer,31587.57,Mobile
516222,104479,2024-07-17,Deposit,8863.09,Mobile
516223,108542,2022-05-29,Transfer,8218.9,POS
516224,109138,2025-02-02,Withdrawal,36923.12,Mobile
516225,113628,2022-12-26,Withdrawal,24263.3,Mobile
516226,113908,2022-02-16,Deposit,19028.73,Mobile
516227,110657,2024-07-07,Withdrawal,17029.07,POS
516228,104502,2023-02-15,Transfer,19581.15,Mobile
516229,100469,2022-02-24,Transfer,13274.08,ATM
516230,105572,2025-03-16,Transfer,8618.85,ATM
516231,108304,2024-03-28,Deposit,16190.78,Mobile
516232,107040,2024-11-16,Deposit,6919.33,POS
516233,104936,2024-01-20,Deposit,9780.61,POS
516234,112096,2022-03-19,Deposit,19175.21,Mobile
516235,105585,2022-08-21,Transfer,18721.94,POS
516236,105185,2022-08-10,Deposit,26782.77,Mobile
516237,111480,2023-03-22,Transfer,71462.89,ATM
516238,100337,2024-03-12,Deposit,12185.59,POS
516239,106813,2024-12-18,Deposit,34949.06,Branch
516240,108534,2024-03-10,Deposit,137704.59,POS
516241,101549,2024-02-11,Withdrawal,3227.34,Mobile
516242,101870,2023-11-04,Transfer,15990.17,POS
516243,107100,2023-03-02,Transfer,45498.41,ATM
516244,112157,2024-09-05,Transfer,42378.66,ATM
516245,102699,2023-03-17,Withdrawal,6311.2,Mobile
516246,103727,2023-10-14,Deposit,25189.63,ATM
516247,101370,2025-02-25,Withdrawal,117050.12,POS
516248,107935,2023-01-04,Transfer,49428.68,Mobile
516249,106955,2023-08-17,Withdrawal,33555.94,POS
516250,106362,2025-03-23,Withdrawal,49024.41,ATM
516251,101198,2023-07-02,Withdrawal,21898.84,Mobile
516252,103781,2023-07-05,Withdrawal,46123.35,ATM
516253,106418,2023-10-03,Transfer,7135.11,POS
516254,100833,2024-02-17,Transfer,33934.58,ATM
516255,110626,2022-12-03,Withdrawal,42045.43,Branch
516256,103069,2024-07-23,Deposit,19597.93,Branch
516257,102683,2024-08-04,Deposit,11450.96,POS
516258,103203,2022-05-30,Deposit,21102.87,ATM
516259,111261,2022-05-11,Deposit,22366.36,Branch
516260,110597,2022-10-23,Transfer,26157.8,Mobile
516261,105746,2023-04-06,Deposit,17484.32,ATM
516262,109408,2024-01-03,Deposit,129279.1,POS
516263,106608,2024-05-19,Transfer,7178.73,ATM
516264,108098,2023-07-21,Transfer,16419.29,POS
516265,102385,2023-12-21,Withdrawal,44960.7,Mobile
516266,109941,2023-03-18,Transfer,9173.7,POS
516267,112317,2023-05-23,Deposit,19274.47,POS
516268,112820,2023-05-26,Transfer,18181.07,Mobile
516269,114175,2024-06-03,Transfer,73022.42,Mobile
516270,101146,2022-10-31,Withdrawal,57077.54,Mobile
516271,109415,2022-12-02,Transfer,21115.34,Mobile
516272,114834,2023-02-05,Withdrawal,12086.77,Branch
516273,104240,2024-07-28,Transfer,16127.6,POS
516274,110329,2023-07-12,Deposit,43058.27,ATM
516275,110658,2024-09-18,Transfer,7647.6,ATM
516276,107447,2024-03-17,Transfer,41261.94,Mobile
516277,103561,2022-07-18,Withdrawal,13932.6,POS
516278,114824,2024-09-09,Deposit,24626.32,Mobile
516279,100548,2023-07-10,Deposit,29693.23,POS
516280,100216,2023-06-25,Transfer,51708.17,Mobile
516281,110507,2023-09-16,Transfer,306302.8,ATM
516282,113826,2024-09-08,Withdrawal,74643.7,POS
516283,108156,2022-10-14,Deposit,8282.09,POS
516284,105348,2024-12-06,Deposit,91837.53,POS
516285,102272,2023-10-18,Withdrawal,20827.24,ATM
516286,111206,2022-09-23,Deposit,1786.12,Mobile
516287,114934,2022-01-06,Withdrawal,71161.17,Mobile
516288,113487,2024-11-19,Deposit,4413.12,ATM
516289,101360,2022-09-01,Transfer,19487.39,POS
516290,103020,2022-04-29,Withdrawal,15038.77,Mobile
516291,103213,2022-04-01,Transfer,231862.58,POS
516292,107594,2023-01-09,Transfer,46113.32,ATM
516293,110427,2022-01-02,Withdrawal,16329.02,Mobile
516294,109134,2023-10-13,Deposit,10879.2,Mobile
516295,108700,2023-04-11,Withdrawal,21635.33,ATM
516296,106402,2024-11-22,Deposit,5244.6,Mobile
516297,101039,2023-09-04,Transfer,17815.52,POS
516298,114191,2024-09-28,Transfer,4832.21,POS
516299,106082,2023-02-01,Deposit,28031.53,ATM
516300,110198,2022-08-28,Withdrawal,33777.85,Mobile
516301,106862,2023-04-24,Withdrawal,47790.25,Branch
516302,104446,2022-11-25,Withdrawal,29751.34,ATM
516303,113078,2024-03-17,Transfer,18848.69,Mobile
516304,101516,2023-02-11,Withdrawal,7176.25,Mobile
516305,110125,2023-04-28,Deposit,25140.33,Mobile
516306,110878,2025-02-14,Deposit,33229.31,Mobile
516307,110953,2023-12-21,Deposit,23822.67,POS
516308,108613,2024-04-10,Deposit,9653.52,POS
516309,110265,2025-01-06,Transfer,31719.3,ATM
516310,100425,2022-10-22,Deposit,94737.25,POS
516311,107380,2023-11-07,Deposit,4932.94,Branch
516312,101344,2022-09-25,Deposit,32895.25,Mobile
516313,104858,2024-05-27,Withdrawal,13448.69,ATM
516314,108463,2023-04-19,Deposit,11793.52,Mobile
516315,109966,2022-10-27,Deposit,250506.09,Mobile
516316,114906,2023-08-20,Deposit,21404.36,POS
516317,112649,2023-06-07,Deposit,59398.06,POS
516318,111033,2022-08-09,Deposit,54506.35,POS
516319,107923,2022-04-12,Withdrawal,7617.65,Mobile
516320,104737,2025-03-26,Deposit,18311.25,POS
516321,102982,2022-06-08,Deposit,2812.09,POS
516322,106278,2024-01-03,Withdrawal,24587.84,ATM
516323,100906,2023-04-05,Deposit,9025.97,POS
516324,111876,2022-12-25,Deposit,35212.99,ATM
516325,111388,2023-05-14,Transfer,83516.11,Branch
516326,105321,2023-11-08,Withdrawal,8425.9,Branch
516327,101079,2022-07-18,Withdrawal,10641.02,Branch
516328,114638,2024-05-22,Transfer,7097.38,Mobile
516329,105727,2022-07-18,Withdrawal,44034.49,POS
516330,101123,2023-07-16,Transfer,63079.69,ATM
516331,112034,2023-01-10,Withdrawal,6311.44,Mobile
516332,110522,2024-08-15,Withdrawal,3803.16,Mobile
516333,105031,2023-01-04,Withdrawal,9612.97,Mobile
516334,111186,2022-12-22,Withdrawal,5367.76,POS
516335,102171,2025-02-20,Withdrawal,5806.11,Branch
516336,104523,2024-11-25,Deposit,87811.78,ATM
516337,104593,2022-11-01,Transfer,38891.49,Mobile
516338,103307,2022-02-05,Deposit,6064.12,ATM
516339,107124,2023-07-04,Deposit,68174.26,Mobile
516340,112674,2023-01-05,Transfer,28473.7,Branch
516341,106426,2022-12-01,Deposit,31211.0,Mobile
516342,109514,2023-03-28,Withdrawal,6730.53,POS
516343,106675,2023-07-01,Transfer,12337.87,POS
516344,111398,2024-11-16,Transfer,25305.37,Mobile
516345,104445,2024-03-04,Withdrawal,2468.41,ATM
516346,100342,2022-05-04,Deposit,23351.64,Mobile
516347,109038,2023-12-26,Transfer,7213.77,Mobile
516348,114891,2024-10-02,Transfer,28037.38,POS
516349,109934,2022-02-06,Transfer,27610.32,ATM
516350,106697,2024-02-14,Deposit,67438.52,Mobile
516351,100871,2023-04-14,Transfer,97059.03,ATM
516352,105803,2023-09-01,Deposit,63525.29,Branch
516353,107844,2024-11-11,Deposit,4101.29,ATM
516354,100639,2024-04-25,Withdrawal,3074.03,POS
516355,104132,2022-10-23,Deposit,4588.05,Mobile
516356,102410,2023-10-06,Deposit,10536.9,Branch
516357,100142,2024-01-24,Withdrawal,15165.88,Mobile
516358,106756,2022-12-24,Transfer,12710.34,Mobile
516359,112727,2023-12-20,Deposit,48471.1,POS
516360,112229,2024-06-09,Transfer,16223.61,ATM
516361,112249,2022-12-10,Transfer,90932.03,Mobile
516362,110441,2023-04-27,Deposit,18628.55,ATM
516363,101222,2022-09-06,Deposit,5034.95,ATM
516364,106464,2024-07-04,Transfer,9016.18,Mobile
516365,100727,2022-04-30,Withdrawal,162600.2,POS
516366,104175,2022-11-25,Deposit,1640.99,ATM
516367,110058,2023-08-13,Transfer,8882.26,Mobile
516368,114514,2024-07-22,Withdrawal,17809.71,ATM
516369,105630,2025-02-28,Deposit,37655.19,Mobile
516370,103642,2023-01-12,Transfer,16612.85,Mobile
516371,112859,2025-01-28,Deposit,20657.68,Branch
516372,112837,2023-09-14,Deposit,18056.3,Mobile
516373,101960,2024-12-17,Deposit,14547.12,Mobile
516374,103643,2023-12-09,Transfer,29443.39,ATM
516375,100228,2024-11-07,Transfer,49734.52,Mobile
516376,100247,2025-02-28,Deposit,8645.29,ATM
516377,100823,2022-02-28,Transfer,68311.0,ATM
516378,101500,2022-05-02,Withdrawal,6616.84,POS
516379,103231,2022-12-16,Transfer,95800.82,ATM
516380,110779,2025-03-08,Transfer,44321.54,POS
516381,100908,2022-09-29,Deposit,5398.13,Mobile
516382,107445,2022-12-12,Deposit,13368.37,ATM
516383,106450,2023-05-17,Deposit,93660.32,POS
516384,103065,2022-12-09,Deposit,30310.2,POS
516385,110715,2022-03-08,Deposit,3813.99,POS
516386,112380,2024-05-09,Withdrawal,31703.21,Branch
516387,105856,2024-08-17,Withdrawal,7512.33,Mobile
516388,110248,2022-07-30,Deposit,53981.95,ATM
516389,112788,2023-03-07,Deposit,45570.65,ATM
516390,114886,2023-07-12,Deposit,33663.72,ATM
516391,102835,2023-01-24,Deposit,26687.45,POS
516392,102260,2022-09-05,Withdrawal,7295.4,Mobile
516393,114334,2022-11-07,Withdrawal,26323.83,POS
516394,107075,2025-03-15,Deposit,35316.81,POS
516395,105196,2024-03-22,Withdrawal,44321.27,Mobile
516396,102553,2022-03-07,Deposit,63018.06,POS
516397,104128,2024-12-10,Transfer,14610.4,Branch
516398,108234,2022-11-28,Withdrawal,18514.26,POS
516399,114397,2023-05-19,Deposit,10394.2,Mobile
516400,100320,2024-12-14,Deposit,10656.86,POS
516401,110568,2023-12-08,Deposit,21621.12,Branch
516402,111204,2023-03-21,Transfer,141877.04,ATM
516403,114887,2024-01-01,Transfer,22158.89,POS
516404,113547,2024-12-03,Withdrawal,152431.76,ATM
516405,110780,2023-08-02,Withdrawal,17508.61,Mobile
516406,104013,2024-12-16,Withdrawal,4899.56,POS
516407,105007,2024-01-17,Deposit,7868.66,POS
516408,114637,2024-11-25,Withdrawal,2845.59,Mobile
516409,107604,2023-03-02,Transfer,9822.62,POS
516410,111083,2025-03-15,Withdrawal,28371.37,Branch
516411,112719,2023-04-06,Deposit,44743.48,Mobile
516412,111044,2024-05-18,Withdrawal,52865.91,POS
516413,105011,2022-05-09,Deposit,19692.35,POS
516414,113211,2024-05-29,Deposit,110639.26,ATM
516415,106924,2023-10-22,Deposit,14266.0,Branch
516416,100695,2023-04-10,Deposit,20621.28,POS
516417,105131,2023-04-14,Withdrawal,26770.95,Mobile
516418,112402,2024-07-17,Deposit,5809.59,POS
516419,108019,2024-03-21,Transfer,27523.46,POS
516420,103879,2024-03-16,Transfer,20891.7,POS
516421,110241,2022-08-13,Transfer,27367.08,ATM
516422,107987,2024-03-27,Transfer,21353.44,ATM
516423,111274,2024-09-30,Deposit,83016.74,POS
516424,101882,2022-11-10,Transfer,5572.76,Mobile
516425,106751,2024-02-02,Withdrawal,41446.14,Branch
516426,102477,2022-07-10,Withdrawal,16017.29,Mobile
516427,112622,2024-07-10,Withdrawal,22660.25,POS
516428,102994,2024-12-28,Deposit,4883.81,Branch
516429,103190,2023-05-10,Withdrawal,22169.29,POS
516430,111076,2022-12-13,Withdrawal,20466.11,ATM
516431,104435,2025-03-04,Withdrawal,2687.13,POS
516432,101138,2023-09-12,Transfer,24321.12,Mobile
516433,106884,2024-06-10,Transfer,28229.63,Mobile
516434,110910,2024-12-21,Transfer,1072.07,POS
516435,112258,2023-06-01,Withdrawal,52660.75,ATM
516436,101190,2023-04-30,Withdrawal,16358.05,ATM
516437,112565,2024-05-04,Withdrawal,45667.31,Mobile
516438,102164,2023-05-15,Deposit,23722.62,Branch
516439,104563,2022-07-20,Transfer,177606.78,POS
516440,106732,2023-12-15,Transfer,21288.16,Mobile
516441,101661,2022-05-31,Transfer,40174.04,ATM
516442,113467,2024-10-26,Withdrawal,41929.27,POS
516443,108803,2023-01-02,Transfer,4516.49,ATM
516444,110316,2024-01-24,Withdrawal,15459.84,POS
516445,107367,2022-03-10,Withdrawal,5046.63,Mobile
516446,100937,2024-03-29,Withdrawal,8856.2,ATM
516447,114225,2023-03-17,Deposit,41558.77,POS
516448,103273,2022-10-30,Transfer,115695.26,POS
516449,113688,2023-11-01,Withdrawal,51957.21,POS
516450,114522,2025-03-06,Deposit,12764.7,Mobile
516451,109553,2024-12-19,Deposit,17126.05,POS
516452,100718,2023-07-05,Withdrawal,20313.7,Mobile
516453,100033,2024-06-21,Withdrawal,11688.91,ATM
516454,104475,2023-07-12,Withdrawal,82975.27,ATM
516455,108971,2023-07-14,Deposit,5380.95,Mobile
516456,108854,2022-12-09,Deposit,112750.64,Mobile
516457,105399,2024-05-12,Withdrawal,30637.11,POS
516458,109817,2024-05-17,Withdrawal,18788.05,Mobile
516459,111258,2023-12-13,Deposit,29360.75,Mobile
516460,105590,2024-01-25,Transfer,19642.89,Branch
516461,106821,2022-04-03,Transfer,16633.56,ATM
516462,105810,2023-11-27,Deposit,37761.69,Mobile
516463,108397,2022-08-03,Transfer,12238.32,POS
516464,108407,2023-11-24,Transfer,21887.11,Branch
516465,100187,2023-08-12,Transfer,10628.54,ATM
516466,106353,2023-08-29,Transfer,44050.12,ATM
516467,107412,2022-07-16,Transfer,62612.98,POS
516468,100629,2023-12-23,Withdrawal,13145.35,Branch
516469,112848,2023-06-02,Withdrawal,10845.62,Branch
516470,112902,2024-05-20,Transfer,26895.62,POS
516471,103201,2025-01-13,Transfer,42913.29,Branch
516472,102603,2022-11-23,Withdrawal,42095.11,POS
516473,102953,2023-04-05,Transfer,49394.29,Mobile
516474,110287,2023-06-14,Transfer,65809.06,Mobile
516475,111038,2024-11-15,Deposit,22699.66,ATM
516476,107385,2022-08-28,Deposit,9940.61,Mobile
516477,104724,2023-12-05,Deposit,20668.48,ATM
516478,114253,2025-01-08,Deposit,40991.19,POS
516479,111775,2024-01-02,Deposit,65155.72,Mobile
516480,100624,2024-05-29,Deposit,6989.05,ATM
516481,112145,2025-03-15,Withdrawal,39867.5,ATM
516482,111064,2023-11-29,Withdrawal,6514.9,Mobile
516483,103800,2024-07-29,Deposit,31924.9,POS
516484,109248,2023-10-20,Transfer,66997.15,POS
516485,110254,2022-01-06,Transfer,31211.34,POS
516486,101287,2022-01-09,Transfer,29667.17,ATM
516487,104829,2024-05-31,Transfer,5290.95,Branch
516488,103978,2022-03-06,Withdrawal,27398.3,POS
516489,110620,2025-01-09,Deposit,3125.44,POS
516490,105075,2023-06-07,Withdrawal,7972.64,POS
516491,114798,2023-05-21,Withdrawal,21383.56,Branch
516492,112882,2022-02-11,Deposit,86778.35,Mobile
516493,113643,2025-04-07,Deposit,16903.93,POS
516494,114695,2023-08-13,Withdrawal,10512.86,Branch
516495,105914,2024-07-23,Transfer,9018.53,Branch
516496,107143,2022-12-09,Deposit,13778.72,POS
516497,111945,2023-01-05,Deposit,127915.41,Mobile
516498,109783,2022-03-16,Transfer,13419.54,POS
516499,105119,2023-04-10,Transfer,19116.77,Mobile
516500,111342,2022-09-28,Deposit,20796.19,Branch
516501,109240,2023-04-14,Transfer,6976.5,ATM
516502,111510,2022-03-05,Transfer,37393.79,POS
516503,108049,2022-11-17,Transfer,25120.91,Mobile
516504,111529,2023-09-02,Withdrawal,14437.34,POS
516505,109690,2022-05-01,Deposit,51820.86,Branch
516506,103149,2022-03-05,Withdrawal,5749.4,Mobile
516507,103135,2023-04-19,Transfer,10500.94,Mobile
516508,114856,2022-09-02,Deposit,22259.51,Mobile
516509,100508,2023-09-11,Transfer,4432.48,Mobile
516510,112210,2022-07-13,Deposit,8261.32,Mobile
516511,113083,2022-02-09,Withdrawal,27392.44,Mobile
516512,104266,2024-11-06,Deposit,50393.18,POS
516513,101411,2025-03-07,Withdrawal,1594.11,POS
516514,102420,2022-04-18,Withdrawal,5039.75,Branch
516515,110476,2022-01-20,Transfer,25391.25,Mobile
516516,102010,2022-07-17,Deposit,26251.94,Mobile
516517,113353,2023-07-18,Transfer,7542.61,Mobile
516518,102521,2024-10-10,Withdrawal,193339.18,POS
516519,104830,2023-08-09,Withdrawal,82596.14,ATM
516520,113790,2024-12-04,Withdrawal,19344.14,ATM
516521,114005,2023-07-13,Withdrawal,19887.21,Mobile
516522,107531,2023-06-21,Deposit,30529.33,POS
516523,109754,2022-01-21,Withdrawal,55219.51,POS
516524,101530,2023-07-10,Withdrawal,11907.9,Mobile
516525,107379,2025-03-25,Deposit,58506.09,ATM
516526,105915,2023-03-17,Transfer,14674.44,Mobile
516527,113302,2023-12-06,Withdrawal,2193.24,POS
516528,110885,2025-01-18,Transfer,56709.04,Mobile
516529,114571,2022-05-19,Withdrawal,36711.45,Branch
516530,114324,2024-02-04,Deposit,34724.73,Branch
516531,112519,2022-10-24,Deposit,13036.56,Mobile
516532,113109,2025-03-31,Transfer,21579.28,Branch
516533,106608,2024-08-30,Transfer,6109.4,Mobile
516534,101945,2024-06-09,Deposit,56491.25,Mobile
516535,103882,2022-12-16,Deposit,13890.56,Mobile
516536,105299,2024-09-04,Transfer,13758.82,POS
516537,112720,2023-01-09,Deposit,11204.39,Mobile
516538,107855,2022-04-01,Deposit,22050.96,Mobile
516539,104144,2025-02-10,Withdrawal,61695.28,ATM
516540,107654,2022-07-08,Withdrawal,4267.01,ATM
516541,113635,2025-03-08,Withdrawal,13954.45,ATM
516542,107255,2022-05-22,Transfer,967226.38,POS
516543,106093,2022-03-03,Transfer,9364.14,Mobile
516544,103094,2023-06-07,Withdrawal,42766.15,Mobile
516545,107156,2022-05-13,Deposit,44612.7,POS
516546,111970,2024-08-27,Transfer,16266.89,ATM
516547,101966,2022-07-14,Deposit,37341.22,ATM
516548,112966,2024-10-02,Withdrawal,6403.36,POS
516549,103297,2022-04-05,Transfer,87105.67,ATM
516550,103380,2022-01-20,Withdrawal,23729.99,POS
516551,100193,2023-04-08,Deposit,12013.66,POS
516552,102696,2022-11-23,Transfer,71052.23,POS
516553,100909,2023-12-30,Deposit,5301.11,POS
516554,100306,2025-03-14,Withdrawal,13543.86,Mobile
516555,104080,2025-01-12,Transfer,453141.58,ATM
516556,108348,2023-07-16,Withdrawal,6583.85,ATM
516557,114088,2024-01-18,Deposit,10824.41,ATM
516558,103632,2024-04-19,Withdrawal,35672.27,Mobile
516559,112246,2024-04-05,Withdrawal,4665.83,ATM
516560,100599,2022-12-26,Deposit,13473.48,POS
516561,100267,2023-02-22,Deposit,15156.66,POS
516562,108587,2022-07-14,Deposit,56180.4,Branch
516563,107022,2024-07-25,Transfer,27923.4,Mobile
516564,110408,2023-10-16,Transfer,122192.66,POS
516565,100365,2023-07-28,Deposit,47937.61,Mobile
516566,100469,2023-03-18,Deposit,13135.51,Branch
516567,111536,2024-08-09,Deposit,44291.04,Branch
516568,107336,2024-12-12,Deposit,22658.74,POS
516569,106405,2024-08-18,Transfer,43329.84,Mobile
516570,109503,2023-08-20,Withdrawal,20539.77,Mobile
516571,105454,2024-05-30,Transfer,2978.08,Branch
516572,114912,2023-02-23,Deposit,25752.84,POS
516573,107470,2023-04-24,Transfer,35145.38,Mobile
516574,112102,2022-07-21,Deposit,14707.72,ATM
516575,105276,2024-08-09,Transfer,10345.04,Mobile
516576,101938,2024-01-07,Withdrawal,36928.02,Mobile
516577,108342,2024-08-05,Transfer,9954.14,POS
516578,114668,2023-09-07,Withdrawal,18501.54,Mobile
516579,111389,2023-02-19,Withdrawal,74273.26,Mobile
516580,103559,2023-05-02,Deposit,16376.1,POS
516581,100760,2022-04-07,Deposit,34709.65,POS
516582,103379,2024-01-15,Transfer,57482.12,Branch
516583,110493,2022-02-22,Withdrawal,3087.47,POS
516584,100132,2023-07-26,Transfer,26594.25,ATM
516585,104602,2022-08-22,Withdrawal,48987.53,ATM
516586,108271,2023-07-28,Withdrawal,13497.11,Mobile
516587,107832,2023-07-14,Transfer,6583.44,POS
516588,105754,2025-02-12,Transfer,63416.64,Mobile
516589,104973,2022-01-20,Transfer,9224.42,Mobile
516590,114864,2025-01-07,Transfer,57034.83,Branch
516591,108746,2023-01-11,Withdrawal,21142.0,POS
516592,112995,2024-03-03,Withdrawal,111235.06,POS
516593,101391,2024-06-17,Transfer,32980.1,POS
516594,103840,2023-05-19,Transfer,6513.97,POS
516595,110300,2022-01-23,Deposit,124999.08,Branch
516596,105427,2023-12-14,Transfer,46656.54,Mobile
516597,114264,2024-07-26,Transfer,8531.5,Mobile
516598,103920,2023-08-19,Withdrawal,46238.39,Mobile
516599,104306,2022-05-22,Withdrawal,74229.85,POS
516600,112958,2023-08-17,Transfer,26762.27,Mobile
516601,108012,2023-05-18,Deposit,6462.99,POS
516602,101387,2025-04-06,Deposit,17463.79,Branch
516603,110984,2023-02-15,Withdrawal,19341.99,Branch
516604,113446,2024-04-18,Withdrawal,11180.02,Mobile
516605,104924,2024-11-24,Withdrawal,3795.07,ATM
516606,106382,2022-08-17,Withdrawal,6478.35,POS
516607,106244,2023-02-04,Deposit,38698.24,POS
516608,101980,2024-01-18,Deposit,12160.42,Branch
516609,113571,2025-03-09,Withdrawal,6119.89,POS
516610,108319,2024-02-02,Transfer,223837.72,ATM
516611,109589,2023-03-23,Transfer,15620.52,Branch
516612,110485,2023-11-20,Withdrawal,27159.43,Branch
516613,100861,2022-04-08,Transfer,39549.8,ATM
516614,107041,2023-05-31,Withdrawal,14789.85,Mobile
516615,108011,2022-05-29,Transfer,10653.85,ATM
516616,105991,2022-10-17,Withdrawal,6128.36,POS
516617,114957,2024-12-14,Transfer,77022.05,ATM
516618,100717,2022-01-02,Deposit,75551.91,Mobile
516619,108739,2022-10-14,Withdrawal,30137.81,ATM
516620,102623,2023-12-25,Withdrawal,23246.15,POS
516621,109463,2022-05-02,Withdrawal,2355.9,ATM
516622,113865,2024-09-16,Transfer,33234.62,Mobile
516623,111456,2023-12-14,Withdrawal,5249.62,POS
516624,110325,2025-01-07,Deposit,19270.11,Mobile
516625,106686,2024-06-01,Withdrawal,39817.78,Mobile
516626,103797,2023-09-11,Deposit,9981.65,ATM
516627,106955,2024-01-09,Transfer,21794.68,Mobile
516628,103723,2022-06-09,Transfer,7208.59,POS
516629,101212,2023-03-07,Transfer,59849.76,Mobile
516630,113505,2023-11-30,Deposit,42136.75,Mobile
516631,109546,2024-01-10,Transfer,28300.37,Mobile
516632,103703,2023-04-11,Withdrawal,19158.42,ATM
516633,100642,2024-09-24,Withdrawal,56491.76,Mobile
516634,110912,2023-03-30,Deposit,48774.51,POS
516635,108826,2024-11-03,Withdrawal,27544.81,ATM
516636,102944,2025-04-03,Withdrawal,6999.56,POS
516637,112858,2024-03-01,Withdrawal,10058.81,ATM
516638,107762,2024-09-12,Deposit,9198.61,ATM
516639,103281,2024-03-27,Withdrawal,65891.56,ATM
516640,112782,2023-06-25,Withdrawal,174088.86,Mobile
516641,105672,2022-05-11,Transfer,18720.23,POS
516642,114003,2024-10-07,Transfer,24454.91,ATM
516643,113539,2023-07-19,Withdrawal,48812.81,POS
